id,outcode,latitude,longitude
2491,SY3,52.699,-2.77
2492,SY4,52.800763,-2.776799
2493,SY5,52.653,-2.827
2494,SY6,52.539,-2.79
2495,SY7,52.425,-2.887
2496,SY8,52.368745,-2.706694
2497,SY9,52.498,-2.986
2498,TA1,51.077473,-3.191758
2499,TA10,51.037853,-2.810220
2500,TA11,51.06404,-2.677707
2501,TA12,50.975285,-2.788078
2502,TA13,50.943378,-2.816946
2503,TA14,50.944638,-2.747407
2504,TA15,50.949742,-2.722715
2505,TA16,50.901505,-2.792703
2506,TA17,50.895254,-2.848508
2507,TA18,50.879725,-2.787386
2508,TA19,50.924904,-2.917357
2509,TA2,51.045461,-3.096421
2510,TA20,50.880911,-2.980870
2511,TA21,50.968003,-3.271349
2512,TA22,51.052786,-3.558382
2513,TA23,51.136559,-3.387598
2514,TA24,51.165908,-3.590516
2515,TA3,50.972569,-3.024357
2516,TA4,51.08295,-3.305546
2517,TA5,51.138035,-3.121452
2518,TA6,51.130154,-3.017754
2519,TA7,51.121597,-2.904363
2520,TA8,51.273932,-2.995332
2521,TA9,51.226433,-2.936152
2522,TD1,55.658105,-2.818431
2523,TD10,55.71086,-2.457745
2524,TD11,55.788,-2.316
2525,TD12,55.653,-2.239
2526,TD13,55.93,-2.37
2527,TD14,55.868,-2.124
2528,TD15,55.747,-2.012
2529,TD2,55.733,-2.753
2530,TD3,55.7,-2.572
2531,TD4,55.642,-2.671
2532,TD5,55.587,-2.416
2533,TD6,55.583,-2.694
2534,TD7,55.537,-2.871
2535,TD8,55.475,-2.541
2536,TD9,55.397,-2.776
2537,TF1,52.70311,-2.494334
2538,TF10,52.769,-2.385
2539,TF11,52.663,-2.36
2540,TF12,52.612,-2.48
2541,TF13,52.578,-2.582
2542,TF2,52.70987,-2.431688
2543,TF3,52.667581,-2.445387
2544,TF4,52.661,-2.467
2545,TF5,52.715,-2.536
2546,TF6,52.735,-2.554
2547,TF7,52.636,-2.449
2548,TF8,52.63,-2.479
2549,TF9,52.897,-2.469
2550,TN1,51.140576,0.272052
2551,TN10,51.21,0.286
2552,TN11,51.200041,0.256171
2553,TN12,51.172,0.44
2554,TN13,51.27877,0.176316
2555,TN14,51.285971,0.145143
2556,TN15,51.29566,0.280180
2557,TN16,51.284127,0.064056
2558,TN17,51.096,0.538
2559,TN18,51.043,0.526
2560,TN19,51.002,0.408
2561,TN2,51.138,0.287
2562,TN20,51.026,0.256
2563,TN21,50.954724,0.292641
2564,TN22,50.981,0.101
2565,TN23,51.134456,0.840505
2566,TN24,51.15,0.887
2567,TN25,51.144506,0.924530
2568,TN26,51.1,0.806
2569,TN27,51.166,0.707
2570,TN28,50.982,0.953
2571,TN29,50.993,0.934
2572,TN3,51.116554,0.269025
2573,TN30,51.062,0.698
2574,TN31,50.963,0.687
2575,TN32,50.98,0.49
2576,TN33,50.91,0.477
2577,TN34,50.868945,0.577482
2578,TN35,50.891027,0.623811
2579,TN36,50.921,0.702
2580,TN37,50.871,0.558
2581,TN38,50.863,0.546
2582,TN39,50.846,0.455
2583,TN4,51.14847,0.256846
2584,TN40,50.844,0.484
2585,TN5,51.084277,0.370923
2586,TN6,51.053976,0.201045
2587,TN7,51.092,0.109
2588,TN8,51.184684,0.101744
2589,TN9,51.19286,0.271046
2590,TQ1,50.485191,-3.520637
2591,TQ10,50.420682,-3.776643
2592,TQ11,50.470607,-3.770140
2593,TQ12,50.520515,-3.632290
2594,TQ13,50.581556,-3.719830
2595,TQ14,50.551994,-3.524933
2596,TQ2,50.475519,-3.548900
2597,TQ3,50.454328,-3.587091
2598,TQ4,50.41855,-3.583991
2599,TQ5,50.389286,-3.538870
2600,TQ6,50.345628,-3.592785
2601,TQ7,50.286778,-3.784660
2602,TQ8,50.252558,-3.757062
2603,TQ9,50.392831,-3.712052
2604,TR1,50.260052,-5.055824
2605,TR10,50.166,-5.118
2606,TR11,50.149,-5.086
2607,TR12,50.043,-5.179
2608,TR13,50.109,-5.285
2609,TR14,50.201612,-5.308918
2610,TR15,50.229842,-5.244422
2611,TR16,50.223377,-5.227255
2612,TR17,50.125,-5.468
2613,TR18,50.117,-5.541
2614,TR19,50.1,-5.627
2615,TR2,50.253,-4.952
2616,TR20,50.131,-5.488
2617,TR21,49.93,-6.256
2618,TR22,49.892,-6.344
2619,TR23,49.953,-6.352
2620,TR24,49.955,-6.334
2621,TR25,49.964,-6.293
2622,TR26,50.196434,-5.512294
2623,TR27,50.182,-5.403
2624,TR3,50.217,-5.109
2625,TR4,50.283,-5.136
2626,TR5,50.290981,-5.136791
2627,TR6,50.342,-5.152
2628,TR7,50.413,-5.074
2629,TR8,50.399,-5.037
2630,TR9,50.424291,-4.979132
2631,TR93,50.129387,-5.50275
2632,TS1,54.57292,-1.207810
2633,TS10,54.604329,-1.089520
2634,TS11,54.582606,-1.040474
2635,TS12,54.545431,-0.959089
2636,TS13,54.535073,-0.852002
2637,TS14,54.535735,-1.070891
2638,TS15,54.499741,-1.337208
2639,TS16,54.532609,-1.368652
2640,TS17,54.5379,-1.299533
2641,TS18,54.557901,-1.317546
2642,TS19,54.577304,-1.341203
2643,TS2,54.596623,-1.214093
2644,TS20,54.58783,-1.317699
2645,TS21,54.614718,-1.419580
2646,TS22,54.619834,-1.311386
2647,TS23,54.602677,-1.280475
2648,TS24,54.69659,-1.215634
2649,TS25,54.655496,-1.213076
2650,TS26,54.691,-1.235713
2651,TS27,54.705481,-1.292716
2652,TS28,54.705383,-1.372980
2653,TS29,54.711002,-1.417388
2654,TS3,54.562454,-1.208372
2655,TS4,54.557342,-1.222498
2656,TS5,54.55159,-1.249348
2657,TS6,54.571203,-1.147308
2658,TS7,54.526472,-1.183730
2659,TS8,54.515108,-1.240532
2660,TS9,54.426502,-1.172898
2661,TW1,51.44756,-0.322264
2662,TW10,51.44636,-0.295590
2663,TW11,51.425216,-0.329991
2664,TW12,51.421891,-0.366823
2665,TW13,51.438166,-0.403068
2666,TW14,51.45444,-0.426084
2667,TW15,51.430089,-0.458232
2668,TW16,51.41184,-0.410919
2669,TW17,51.396616,-0.451069
2670,TW18,51.419382,-0.505518
2671,TW19,51.452814,-0.514900
2672,TW2,51.444861,-0.356801
2673,TW20,51.421703,-0.556943
2674,TW3,51.468471,-0.367379
2675,TW4,51.461794,-0.385885
2676,TW5,51.482203,-0.385231
2677,TW6,51.466863,-0.426508
2678,TW7,51.474465,-0.336552
2679,TW8,51.487677,-0.304979
2680,TW9,51.472596,-0.293654
2681,UB1,51.519643,-0.369392
2682,UB10,51.548367,-0.454176
2683,UB11,51.520629,-0.461992
2684,UB18,51.500719,-0.402684
2685,UB2,51.498664,-0.377369
2686,UB3,51.501096,-0.425323
2687,UB4,51.521502,-0.411092
2688,UB5,51.543349,-0.378766
2689,UB6,51.538147,-0.338734
2690,UB7,51.507421,-0.473156
2691,UB8,51.544162,-0.481698
2692,UB9,51.577804,-0.484545
2693,W1,51.513606,-0.149799
2694,W10,51.521386,-0.104418
2695,W11,51.512853,-0.206423
2696,W12,51.5082,-0.233605
2697,W13,51.513,-0.32
2698,W14,51.495113,-0.211460
2699,W1A,51.51756,-0.141696
2700,W1B,51.514,-0.139
2701,W1C,51.514,-0.148
2702,W1D,51.513618,-0.135815
2703,W1F,51.513,-0.135
2704,W1G,51.519,-0.147
2705,W1H,51.517,-0.159
2706,W1J,51.507,-0.143
2707,W1K,51.510323,-0.146115
2708,W1M,51.518,-0.149
2709,W1S,51.512298,-0.140970
2710,W1T,51.520184,-0.136582
2711,W1U,51.518197,-0.152755
2712,W1W,51.519518,-0.142444
2713,W2,51.514879,-0.179972
2714,W3,51.512054,-0.265367
2715,W4,51.488439,-0.264433
2716,W5,51.51331,-0.301519
2717,W6,51.492458,-0.229095
2718,W7,51.510602,-0.335402
2719,W8,51.501048,-0.193827
2720,W9,51.52799,-0.191827
2721,WA1,53.394843,-2.558947
2722,WA10,53.45286,-2.766968
2723,WA11,53.490604,-2.727756
2724,WA12,53.459692,-2.631764
2725,WA13,53.387454,-2.462552
2726,WA14,53.378034,-2.379418
2727,WA15,53.378512,-2.314201
2728,WA16,53.291413,-2.390396
2729,WA2,53.421834,-2.578832
2730,WA3,53.447088,-2.541988
2731,WA4,53.340618,-2.582237
2732,WA5,53.412261,-2.647757
2733,WA55,53.401776,-2.619046
2734,WA6,53.273352,-2.720355
2735,WA7,53.33,-2.703
2736,WA8,53.372,-2.741
2737,WA88,53.367973,-2.768674
2738,WA9,53.435282,-2.721742
2739,WC1,51.524142,-0.123356
2740,WC1A,51.517,-0.125
2741,WC1B,51.520195,-0.125547
2742,WC1E,51.520851,-0.129968
2743,WC1H,51.524,-0.126
2744,WC1N,51.522,-0.12
2745,WC1R,51.519,-0.116
2746,WC1V,51.517,-0.118
2747,WC1X,51.525,-0.116
2748,WC2,51.51232,-0.121123
2749,WC2A,51.516,-0.115
2750,WC2B,51.51429,-0.119649
2751,WC2E,51.512,-0.123
2752,WC2H,51.512967,-0.127731
2753,WC2N,51.51,-0.125
2754,WC2R,51.512,-0.119
2755,WD1,51.647,-0.4
2756,WD17,51.666924,-0.407119
2757,WD18,51.648432,-0.416469
2758,WD19,51.632738,-0.396302
2759,WD2,51.667,-0.377
2760,WD23,51.648623,-0.374173
2761,WD24,51.666882,-0.400340
2762,WD25,51.681413,-0.377201
2763,WD3,51.65076,-0.485968
2764,WD4,51.708212,-0.463020
2765,WD5,51.710348,-0.419762
2766,WD6,51.658067,-0.286915
2767,WD7,51.688283,-0.297517
2768,WF1,53.686549,-1.473713
2769,WF10,53.733251,-1.351402
2770,WF11,53.71623,-1.248052
2771,WF12,53.682481,-1.629910
2772,WF13,53.682269,-1.648378
2773,WF14,53.681715,-1.685035
2774,WF15,53.705902,-1.705277
2775,WF16,53.71178,-1.669896
2776,WF17,53.722982,-1.637433
2777,WF2,53.673197,-1.500612
2778,WF3,53.714088,-1.521381
2779,WF4,53.640904,-1.516769
2780,WF5,53.681704,-1.569953
2781,WF6,53.703467,-1.419597
2782,WF7,53.668369,-1.361043
2783,WF8,53.662992,-1.270635
2784,WF9,53.610508,-1.314208
2785,WN1,53.573918,-2.630737
2786,WN2,53.537,-2.582
2787,WN3,53.529,-2.645
2788,WN4,53.495,-2.643
2789,WN5,53.522385,-2.682309
2790,WN6,53.574,-2.669
2791,WN7,53.498847,-2.522640
2792,WN8,53.559421,-2.773847
2793,WR1,52.199959,-2.207516
2794,WR10,52.112812,-2.051009
2795,WR11,52.095021,-1.914364
2796,WR12,52.048252,-1.883911
2797,WR13,52.083914,-2.337141
2798,WR14,52.099427,-2.323878
2799,WR15,52.291102,-2.542799
2800,WR2,52.190878,-2.243496
2801,WR3,52.221467,-2.194111
2802,WR4,52.204644,-2.189375
2803,WR5,52.166284,-2.188162
2804,WR6,52.21976,-2.350779
2805,WR7,52.184112,-2.066454
2806,WR78,52.197683,-2.223496
2807,WR8,52.11906,-2.203122
2808,WR9,52.272714,-2.154912
2809,WR99,52.201033,-2.214399
2810,WS1,52.576095,-1.978659
2811,WS10,52.560534,-2.015539
2812,WS11,52.686139,-2.024951
2813,WS12,52.717575,-1.997868
2814,WS13,52.704528,-1.807525
2815,WS14,52.646531,-1.819554
2816,WS15,52.765303,-1.911238
2817,WS2,52.589623,-2.008549
2818,WS3,52.622193,-1.995959
2819,WS4,52.606083,-1.958457
2820,WS5,52.570096,-1.958803
2821,WS6,52.653552,-2.023523
2822,WS7,52.676906,-1.877815
2823,WS8,52.625714,-1.945504
2824,WS9,52.603195,-1.913883
2825,WV1,52.585124,-2.115862
2826,WV10,52.633707,-2.103840
2827,WV11,52.620011,-2.067170
2828,WV12,52.605184,-2.042545
2829,WV13,52.583947,-2.073161
2830,WV14,52.558796,-2.078621
2831,WV15,52.508859,-2.356063
2832,WV16,52.507071,-2.487783
2833,WV2,52.577194,-2.118693
2834,WV3,52.57947,-2.156364
2835,WV4,52.566276,-2.159403
2836,WV5,52.536667,-2.247804
2837,WV6,52.58969,-2.239941
2838,WV7,52.633048,-2.270047
2839,WV8,52.634771,-2.198167
2840,WV9,52.627681,-2.149999
2841,YO1,53.958128,-1.080271
2842,YO10,53.95,-1.058
2843,YO11,54.265,-0.395
2844,YO12,54.274,-0.422
2845,YO13,54.288,-0.496
2846,YO14,54.199,-0.297
2847,YO15,54.094,-0.177
2848,YO16,54.098857,-0.234205
2849,YO17,54.136,-0.753
2850,YO18,54.258,-0.767
2851,YO19,53.91,-1.021
2852,YO21,54.477,-0.712
2853,YO22,54.437865,-0.659291
2854,YO23,53.905427,-1.151037
2855,YO24,53.945633,-1.116697
2856,YO25,54.005,-0.413
2857,YO26,54.007161,-1.220990
2858,YO30,53.986,-1.114
2859,YO31,53.969,-1.063
2860,YO32,54.011,-1.059
2861,YO41,53.970549,-0.914929
2862,YO42,53.918642,-0.786038
2863,YO43,53.85,-0.69
2864,YO51,54.082249,-1.404077
2865,YO60,54.082,-0.941
2866,YO61,54.13435,-1.220606
2867,YO62,54.242,-0.993
2868,YO7,54.224,-1.35
2869,YO8,53.781,-1.058
2870,YO90,53.9601,-1.089339
2871,YO91,53.976598,-1.070367
2872,ZE1,60.152,-1.168
2873,ZE2,60.331,-1.226
2874,ZE3,59.884,-1.302
2875,E20,51.538611,-0.016389
2876,B7,52.494562,-1.864605
2877,B70,52.525509,-2.003138
2878,B71,52.528811,-1.986258
2879,B72,52.550487,-1.821869
2880,B73,52.552365,-1.854077
2881,B74,52.583927,-1.861645
2882,B75,52.587721,-1.802578
2883,B76,52.546227,-1.757200
2884,B77,52.615575,-1.667368
2885,B78,52.594458,-1.687710
2886,B79,52.670108,-1.652180
2887,B8,52.490913,-1.843869
2888,B80,52.283983,-1.886906
2889,B9,52.47764,-1.851287
2890,B90,52.397379,-1.824612
2891,B91,52.414462,-1.775570
2892,B92,52.428283,-1.744567
2893,B93,52.370204,-1.730300
2894,B94,52.34772,-1.790566
2895,B95,52.273603,-1.787085
2896,B96,52.264208,-1.973759
2897,B97,52.297411,-1.973224
2898,B98,52.308748,-1.905814
2899,B99,52.495953,-1.894214
2900,BA1,51.412421,-2.364541
2901,BA10,51.119452,-2.425421
2902,BA11,51.222273,-2.338774
2903,BA12,51.153475,-2.153233
2904,BA13,51.26019,-2.169008
2905,BA14,51.321183,-2.183504
2906,BA15,51.36125,-2.262028
2907,BA16,51.129529,-2.751422
2908,BA2,51.334721,-2.389162
2909,BA20,50.937882,-2.645235
2910,BA21,50.961038,-2.640292
2911,BA22,50.967614,-2.615037
2912,BA3,51.258476,-2.481704
2913,BA4,51.152393,-2.532475
2914,BA5,51.226542,-2.659097
2915,BA6,51.137055,-2.710412
2916,BA7,51.088054,-2.530787
2917,BA8,51.012263,-2.411274
2918,BA9,51.056438,-2.420397
2919,BB1,53.755406,-2.456299
2920,BB10,53.789249,-2.202298
2921,BB11,53.77265,-2.267867
2922,BB12,53.820884,-2.311476
2923,BB18,53.91102,-2.165807
2924,BB2,53.741,-2.5
2925,BB3,53.698,-2.465
2926,BB4,53.703,-2.29
2927,BB5,53.754,-2.371
2928,BB6,53.792,-2.417
2929,BB7,53.874,-2.386
2930,BB8,53.858,-2.163
2931,BB9,53.856459,-2.233034
2932,BB94,53.915243,-2.138033
2933,BD1,53.795331,-1.754943
2934,BD10,53.827504,-1.724543
2935,BD11,53.745536,-1.676584
2936,BD12,53.754484,-1.757602
2937,BD13,53.796096,-1.861498
2938,BD14,53.784158,-1.825650
2939,BD15,53.812296,-1.846475
2940,BD16,53.852957,-1.835035
2941,BD17,53.849992,-1.759311
2942,BD18,53.829517,-1.780320
2943,BD19,53.730002,-1.714016
2944,BD2,53.816628,-1.739159
2945,BD20,53.906112,-1.973541
2946,BD21,53.850815,-1.902782
2947,BD22,53.850465,-2.004176
2948,BD23,54.065761,-2.108685
2949,BD24,54.107831,-2.254446
2950,BD3,53.799674,-1.728295
2951,BD4,53.773519,-1.702491
2952,BD5,53.778323,-1.756019
2953,BD6,53.766497,-1.784479
2954,BD7,53.783309,-1.783879
2955,BD8,53.80229,-1.788241
2956,BD9,53.818663,-1.789009
2957,BD97,53.850509,-1.837421
2958,BD98,53.837717,-1.780013
2959,BD99,53.79447,-1.766539
2960,BH1,50.725566,-1.871704
2961,BH10,50.758082,-1.898459
2962,BH11,50.760473,-1.921634
2963,BH12,50.738831,-1.926102
2964,BH13,50.704265,-1.929996
2965,BH14,50.717734,-1.943830
2966,BH15,50.712652,-1.994880
2967,BH16,50.745831,-2.047985
2968,BH17,50.750635,-1.963527
2969,BH18,50.759083,-1.997560
2970,BH19,50.633701,-1.996762
2971,BH2,50.723265,-1.878313
2972,BH20,50.691366,-2.132027
2973,SL60,51.518556,-0.714794
