"AB106NL",10,391998,804634,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NN",10,391901,804591,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NP",10,391943,804711,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NQ",10,392078,804733,"S92000003","","S08000020","","S12000033","S13002844"
"AB106NR",10,392186,804786,"S92000003","","S08000020","","S12000033","S13002844"
"AB106NU",10,392327,804819,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NW",10,392445,804881,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NY",10,392211,804753,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NZ",10,392239,804653,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PA",10,391690,804383,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PB",10,392803,805172,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PD",10,392740,805113,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PE",10,391731,804465,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PF",10,391735,804654,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PG",10,391724,804499,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PH",10,392297,804849,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PJ",10,392616,805029,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PL",10,392488,804956,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PN",10,392549,804889,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PP",10,392612,804953,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PQ",10,392783,804856,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PR",10,392806,804879,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PS",10,392796,805097,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PT",10,392932,805249,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PU",10,391703,804470,"S92000003","","S08000020","","S12000033","S13002845"
"AB106PW",10,393055,805462,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PX",10,393190,805585,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PY",10,393122,805488,"S92000003","","S08000020","","S12000033","S13002844"
"AB106PZ",10,393166,805441,"S92000003","","S08000020","","S12000033","S13002845"
"AB106QA",10,393095,805559,"S92000003","","S08000020","","S12000033","S13002844"
