year,country,region,police_force_area,offence_classification,offence_description,detection_type,FPNs
2011,England,South West,Avon and Somerset,816,Speed limit offences,Camera-detected,26949
2011,England,South West,Avon and Somerset,816,Speed limit offences,Non camera-detected,1471
2011,England,South West,Avon and Somerset,818,Neglect of traffic directions,Camera-detected,1127
2011,England,South West,Avon and Somerset,818,Neglect of traffic directions,Non camera-detected,1022
2011,England,East of England,Bedfordshire,816,Speed limit offences,Camera-detected,12416
2011,England,East of England,Bedfordshire,816,Speed limit offences,Non camera-detected,1002
2011,England,East of England,Bedfordshire,818,Neglect of traffic directions,Camera-detected,1580
2011,England,East of England,Bedfordshire,818,Neglect of traffic directions,Non camera-detected,418
2011,England,East of England,Cambridgeshire,816,Speed limit offences,Camera-detected,28197
2011,England,East of England,Cambridgeshire,816,Speed limit offences,Non camera-detected,3306
2011,England,East of England,Cambridgeshire,818,Neglect of traffic directions,Camera-detected,125
2011,England,East of England,Cambridgeshire,818,Neglect of traffic directions,Non camera-detected,732
2011,England,North West,Cheshire,816,Speed limit offences,Camera-detected,34506
2011,England,North West,Cheshire,816,Speed limit offences,Non camera-detected,4281
2011,England,North West,Cheshire,818,Neglect of traffic directions,Camera-detected,4320
2011,England,North West,Cheshire,818,Neglect of traffic directions,Non camera-detected,1855
2011,England,London,City of London,816,Speed limit offences,Camera-detected,6333
2011,England,London,City of London,816,Speed limit offences,Non camera-detected,227
2011,England,London,City of London,818,Neglect of traffic directions,Camera-detected,1084
2011,England,London,City of London,818,Neglect of traffic directions,Non camera-detected,127
2011,England,North East,Cleveland,816,Speed limit offences,Camera-detected,18663
2011,England,North East,Cleveland,816,Speed limit offences,Non camera-detected,2009
2011,England,North East,Cleveland,818,Neglect of traffic directions,Camera-detected,2
2011,England,North East,Cleveland,818,Neglect of traffic directions,Non camera-detected,840
2011,England,North West,Cumbria,816,Speed limit offences,Camera-detected,32471
2011,England,North West,Cumbria,816,Speed limit offences,Non camera-detected,1352
2011,England,North West,Cumbria,818,Neglect of traffic directions,Camera-detected,94
2011,England,North West,Cumbria,818,Neglect of traffic directions,Non camera-detected,556
2011,England,East Midlands,Derbyshire,816,Speed limit offences,Camera-detected,6171
2011,England,East Midlands,Derbyshire,816,Speed limit offences,Non camera-detected,676
2011,England,East Midlands,Derbyshire,818,Neglect of traffic directions,Camera-detected,295
2011,England,East Midlands,Derbyshire,818,Neglect of traffic directions,Non camera-detected,275
2011,England,South West,Devon and Cornwall,816,Speed limit offences,Camera-detected,10557
2011,England,South West,Devon and Cornwall,816,Speed limit offences,Non camera-detected,2560
2011,England,South West,Devon and Cornwall,818,Neglect of traffic directions,Camera-detected,1205
2011,England,South West,Devon and Cornwall,818,Neglect of traffic directions,Non camera-detected,1167
2011,England,South West,Dorset,816,Speed limit offences,Camera-detected,24495
2011,England,South West,Dorset,816,Speed limit offences,Non camera-detected,5940
2011,England,South West,Dorset,818,Neglect of traffic directions,Camera-detected,928
2011,England,South West,Dorset,818,Neglect of traffic directions,Non camera-detected,486
2011,England,North East,Durham,816,Speed limit offences,Camera-detected,6998
2011,England,North East,Durham,816,Speed limit offences,Non camera-detected,1012
2011,England,North East,Durham,818,Neglect of traffic directions,Camera-detected,20
2011,England,North East,Durham,818,Neglect of traffic directions,Non camera-detected,321
2011,Wales,Wales,Dyfed-Powys,816,Speed limit offences,Camera-detected,0
2011,Wales,Wales,Dyfed-Powys,816,Speed limit offences,Non camera-detected,3983
2011,Wales,Wales,Dyfed-Powys,818,Neglect of traffic directions,Camera-detected,23
2011,Wales,Wales,Dyfed-Powys,818,Neglect of traffic directions,Non camera-detected,1006
2011,England,East of England,Essex,816,Speed limit offences,Camera-detected,17116
2011,England,East of England,Essex,816,Speed limit offences,Non camera-detected,7605
2011,England,East of England,Essex,818,Neglect of traffic directions,Camera-detected,2732
2011,England,East of England,Essex,818,Neglect of traffic directions,Non camera-detected,1123
2011,England,South West,Gloucestershire,816,Speed limit offences,Camera-detected,5862
2011,England,South West,Gloucestershire,816,Speed limit offences,Non camera-detected,1367
2011,England,South West,Gloucestershire,818,Neglect of traffic directions,Camera-detected,111
2011,England,South West,Gloucestershire,818,Neglect of traffic directions,Non camera-detected,210
2011,England,North West,Greater Manchester,816,Speed limit offences,Camera-detected,97652
2011,England,North West,Greater Manchester,816,Speed limit offences,Non camera-detected,2190
2011,England,North West,Greater Manchester,818,Neglect of traffic directions,Camera-detected,12625
2011,England,North West,Greater Manchester,818,Neglect of traffic directions,Non camera-detected,2030
2011,Wales,Wales,Gwent,816,Speed limit offences,Camera-detected,0
2011,Wales,Wales,Gwent,816,Speed limit offences,Non camera-detected,756
2011,Wales,Wales,Gwent,818,Neglect of traffic directions,Camera-detected,70
2011,Wales,Wales,Gwent,818,Neglect of traffic directions,Non camera-detected,547
2011,England,South East,Hampshire,816,Speed limit offences,Camera-detected,56798
2011,England,South East,Hampshire,816,Speed limit offences,Non camera-detected,8288
2011,England,South East,Hampshire,818,Neglect of traffic directions,Camera-detected,1359
2011,England,South East,Hampshire,818,Neglect of traffic directions,Non camera-detected,1573
2011,England,East of England,Hertfordshire,816,Speed limit offences,Camera-detected,21496
2011,England,East of England,Hertfordshire,816,Speed limit offences,Non camera-detected,1558
2011,England,East of England,Hertfordshire,818,Neglect of traffic directions,Camera-detected,1941
2011,England,East of England,Hertfordshire,818,Neglect of traffic directions,Non camera-detected,505
2011,England,Yorkshire and the Humber,Humberside,816,Speed limit offences,Camera-detected,38578
2011,England,Yorkshire and the Humber,Humberside,816,Speed limit offences,Non camera-detected,4155
2011,England,Yorkshire and the Humber,Humberside,818,Neglect of traffic directions,Camera-detected,114
2011,England,Yorkshire and the Humber,Humberside,818,Neglect of traffic directions,Non camera-detected,1788
2011,England,South East,Kent,816,Speed limit offences,Camera-detected,16128
2011,England,South East,Kent,816,Speed limit offences,Non camera-detected,5242
2011,England,South East,Kent,818,Neglect of traffic directions,Camera-detected,39
2011,England,South East,Kent,818,Neglect of traffic directions,Non camera-detected,1301
2011,England,North West,Lancashire,816,Speed limit offences,Camera-detected,47087
2011,England,North West,Lancashire,816,Speed limit offences,Non camera-detected,3932
2011,England,North West,Lancashire,818,Neglect of traffic directions,Camera-detected,52
2011,England,North West,Lancashire,818,Neglect of traffic directions,Non camera-detected,2144
2011,England,East Midlands,Leicestershire,816,Speed limit offences,Camera-detected,35877
2011,England,East Midlands,Leicestershire,816,Speed limit offences,Non camera-detected,2154
2011,England,East Midlands,Leicestershire,818,Neglect of traffic directions,Camera-detected,7026
2011,England,East Midlands,Leicestershire,818,Neglect of traffic directions,Non camera-detected,923
2011,England,East Midlands,Lincolnshire,816,Speed limit offences,Camera-detected,14646
2011,England,East Midlands,Lincolnshire,816,Speed limit offences,Non camera-detected,3323
2011,England,East Midlands,Lincolnshire,818,Neglect of traffic directions,Camera-detected,281
2011,England,East Midlands,Lincolnshire,818,Neglect of traffic directions,Non camera-detected,432
2011,England,North West,Merseyside,816,Speed limit offences,Camera-detected,30166
2011,England,North West,Merseyside,816,Speed limit offences,Non camera-detected,10109
2011,England,North West,Merseyside,818,Neglect of traffic directions,Camera-detected,5112
2011,England,North West,Merseyside,818,Neglect of traffic directions,Non camera-detected,3545
2011,England,London,Metropolitan Police,816,Speed limit offences,Camera-detected,48885
2011,England,London,Metropolitan Police,816,Speed limit offences,Non camera-detected,17605
2011,England,London,Metropolitan Police,818,Neglect of traffic directions,Camera-detected,4667
2011,England,London,Metropolitan Police,818,Neglect of traffic directions,Non camera-detected,8569
2011,England,East of England,Norfolk,816,Speed limit offences,Camera-detected,14477
2011,England,East of England,Norfolk,816,Speed limit offences,Non camera-detected,4962
2011,England,East of England,Norfolk,818,Neglect of traffic directions,Camera-detected,166
2011,England,East of England,Norfolk,818,Neglect of traffic directions,Non camera-detected,805
2011,Wales,Wales,North Wales,816,Speed limit offences,Camera-detected,9704
2011,Wales,Wales,North Wales,816,Speed limit offences,Non camera-detected,1952
2011,Wales,Wales,North Wales,818,Neglect of traffic directions,Camera-detected,5
2011,Wales,Wales,North Wales,818,Neglect of traffic directions,Non camera-detected,279
2011,England,Yorkshire and the Humber,North Yorkshire,816,Speed limit offences,Camera-detected,14408
2011,England,Yorkshire and the Humber,North Yorkshire,816,Speed limit offences,Non camera-detected,5115
2011,England,Yorkshire and the Humber,North Yorkshire,818,Neglect of traffic directions,Camera-detected,62
2011,England,Yorkshire and the Humber,North Yorkshire,818,Neglect of traffic directions,Non camera-detected,1002
2011,England,East Midlands,Northamptonshire,816,Speed limit offences,Camera-detected,22919
2011,England,East Midlands,Northamptonshire,816,Speed limit offences,Non camera-detected,1081
2011,England,East Midlands,Northamptonshire,818,Neglect of traffic directions,Camera-detected,191
2011,England,East Midlands,Northamptonshire,818,Neglect of traffic directions,Non camera-detected,551
2011,England,North East,Northumbria,816,Speed limit offences,Camera-detected,49956
2011,England,North East,Northumbria,816,Speed limit offences,Non camera-detected,853
2011,England,North East,Northumbria,818,Neglect of traffic directions,Camera-detected,3651
2011,England,North East,Northumbria,818,Neglect of traffic directions,Non camera-detected,834
2011,England,East Midlands,Nottinghamshire,816,Speed limit offences,Camera-detected,20507
2011,England,East Midlands,Nottinghamshire,816,Speed limit offences,Non camera-detected,1035
2011,England,East Midlands,Nottinghamshire,818,Neglect of traffic directions,Camera-detected,10255
2011,England,East Midlands,Nottinghamshire,818,Neglect of traffic directions,Non camera-detected,452
2011,Wales,Wales,South Wales,816,Speed limit offences,Camera-detected,27122
2011,Wales,Wales,South Wales,816,Speed limit offences,Non camera-detected,1308
2011,Wales,Wales,South Wales,818,Neglect of traffic directions,Camera-detected,2332
2011,Wales,Wales,South Wales,818,Neglect of traffic directions,Non camera-detected,976
2011,England,Yorkshire and the Humber,South Yorkshire,816,Speed limit offences,Camera-detected,49744
2011,England,Yorkshire and the Humber,South Yorkshire,816,Speed limit offences,Non camera-detected,3138
2011,England,Yorkshire and the Humber,South Yorkshire,818,Neglect of traffic directions,Camera-detected,2016
2011,England,Yorkshire and the Humber,South Yorkshire,818,Neglect of traffic directions,Non camera-detected,1782
2011,England,West Midlands,Staffordshire,816,Speed limit offences,Camera-detected,14088
2011,England,West Midlands,Staffordshire,816,Speed limit offences,Non camera-detected,986
2011,England,West Midlands,Staffordshire,818,Neglect of traffic directions,Camera-detected,117
2011,England,West Midlands,Staffordshire,818,Neglect of traffic directions,Non camera-detected,450
2011,England,East of England,Suffolk,816,Speed limit offences,Camera-detected,46641
2011,England,East of England,Suffolk,816,Speed limit offences,Non camera-detected,4542
2011,England,East of England,Suffolk,818,Neglect of traffic directions,Camera-detected,187
2011,England,East of England,Suffolk,818,Neglect of traffic directions,Non camera-detected,863
2011,England,South East,Surrey,816,Speed limit offences,Camera-detected,45934
2011,England,South East,Surrey,816,Speed limit offences,Non camera-detected,2442
2011,England,South East,Surrey,818,Neglect of traffic directions,Camera-detected,3288
2011,England,South East,Surrey,818,Neglect of traffic directions,Non camera-detected,916
2011,England,South East,Sussex,816,Speed limit offences,Camera-detected,56990
2011,England,South East,Sussex,816,Speed limit offences,Non camera-detected,9464
2011,England,South East,Sussex,818,Neglect of traffic directions,Camera-detected,4283
2011,England,South East,Sussex,818,Neglect of traffic directions,Non camera-detected,1218
2011,England,South East,Thames Valley,816,Speed limit offences,Camera-detected,117473
2011,England,South East,Thames Valley,816,Speed limit offences,Non camera-detected,15058
2011,England,South East,Thames Valley,818,Neglect of traffic directions,Camera-detected,86
2011,England,South East,Thames Valley,818,Neglect of traffic directions,Non camera-detected,1095
2011,England,West Midlands,Warwickshire,816,Speed limit offences,Camera-detected,11545
2011,England,West Midlands,Warwickshire,816,Speed limit offences,Non camera-detected,710
2011,England,West Midlands,Warwickshire,818,Neglect of traffic directions,Camera-detected,1150
2011,England,West Midlands,Warwickshire,818,Neglect of traffic directions,Non camera-detected,112
2011,England,West Midlands,West Mercia,816,Speed limit offences,Camera-detected,75795
2011,England,West Midlands,West Mercia,816,Speed limit offences,Non camera-detected,2300
2011,England,West Midlands,West Mercia,818,Neglect of traffic directions,Camera-detected,467
2011,England,West Midlands,West Mercia,818,Neglect of traffic directions,Non camera-detected,754
2011,England,West Midlands,West Midlands,816,Speed limit offences,Camera-detected,31729
2011,England,West Midlands,West Midlands,816,Speed limit offences,Non camera-detected,4258
2011,England,West Midlands,West Midlands,818,Neglect of traffic directions,Camera-detected,826
2011,England,West Midlands,West Midlands,818,Neglect of traffic directions,Non camera-detected,3837
2011,England,Yorkshire and the Humber,West Yorkshire,816,Speed limit offences,Camera-detected,80226
2011,England,Yorkshire and the Humber,West Yorkshire,816,Speed limit offences,Non camera-detected,6192
2011,England,Yorkshire and the Humber,West Yorkshire,818,Neglect of traffic directions,Camera-detected,4434
2011,England,Yorkshire and the Humber,West Yorkshire,818,Neglect of traffic directions,Non camera-detected,2527
2011,England,South West,Wiltshire,816,Speed limit offences,Camera-detected,0
2011,England,South West,Wiltshire,816,Speed limit offences,Non camera-detected,5379
2011,England,South West,Wiltshire,818,Neglect of traffic directions,Camera-detected,6
2011,England,South West,Wiltshire,818,Neglect of traffic directions,Non camera-detected,829
2012,England,South West,Avon and Somerset,816,Speed limit offences,Camera-detected,76625
2012,England,South West,Avon and Somerset,816,Speed limit offences,Non camera-detected,2047
2012,England,South West,Avon and Somerset,818,Neglect of traffic directions,Camera-detected,158
2012,England,South West,Avon and Somerset,818,Neglect of traffic directions,Non camera-detected,872
2012,England,East of England,Bedfordshire,816,Speed limit offences,Camera-detected,12817
2012,England,East of England,Bedfordshire,816,Speed limit offences,Non camera-detected,1143
2012,England,East of England,Bedfordshire,818,Neglect of traffic directions,Camera-detected,585
2012,England,East of England,Bedfordshire,818,Neglect of traffic directions,Non camera-detected,382
2012,England,East of England,Cambridgeshire,816,Speed limit offences,Camera-detected,27705
2012,England,East of England,Cambridgeshire,816,Speed limit offences,Non camera-detected,5291
2012,England,East of England,Cambridgeshire,818,Neglect of traffic directions,Camera-detected,118
2012,England,East of England,Cambridgeshire,818,Neglect of traffic directions,Non camera-detected,739
2012,England,North West,Cheshire,816,Speed limit offences,Camera-detected,32157
2012,England,North West,Cheshire,816,Speed limit offences,Non camera-detected,4619
2012,England,North West,Cheshire,818,Neglect of traffic directions,Camera-detected,3661
2012,England,North West,Cheshire,818,Neglect of traffic directions,Non camera-detected,1758
2012,England,London,City of London,816,Speed limit offences,Camera-detected,8272
2012,England,London,City of London,816,Speed limit offences,Non camera-detected,234
2012,England,London,City of London,818,Neglect of traffic directions,Camera-detected,684
2012,England,London,City of London,818,Neglect of traffic directions,Non camera-detected,159
2012,England,North East,Cleveland,816,Speed limit offences,Camera-detected,15569
2012,England,North East,Cleveland,816,Speed limit offences,Non camera-detected,1246
2012,England,North East,Cleveland,818,Neglect of traffic directions,Camera-detected,0
2012,England,North East,Cleveland,818,Neglect of traffic directions,Non camera-detected,701
2012,England,North West,Cumbria,816,Speed limit offences,Camera-detected,34121
2012,England,North West,Cumbria,816,Speed limit offences,Non camera-detected,988
2012,England,North West,Cumbria,818,Neglect of traffic directions,Camera-detected,74
2012,England,North West,Cumbria,818,Neglect of traffic directions,Non camera-detected,532
2012,England,East Midlands,Derbyshire,816,Speed limit offences,Camera-detected,8748
2012,England,East Midlands,Derbyshire,816,Speed limit offences,Non camera-detected,341
2012,England,East Midlands,Derbyshire,818,Neglect of traffic directions,Camera-detected,173
2012,England,East Midlands,Derbyshire,818,Neglect of traffic directions,Non camera-detected,155
2012,England,South West,Devon and Cornwall,816,Speed limit offences,Camera-detected,11905
2012,England,South West,Devon and Cornwall,816,Speed limit offences,Non camera-detected,2349
2012,England,South West,Devon and Cornwall,818,Neglect of traffic directions,Camera-detected,1037
2012,England,South West,Devon and Cornwall,818,Neglect of traffic directions,Non camera-detected,1091
2012,England,South West,Dorset,816,Speed limit offences,Camera-detected,20707
2012,England,South West,Dorset,816,Speed limit offences,Non camera-detected,3826
2012,England,South West,Dorset,818,Neglect of traffic directions,Camera-detected,1150
2012,England,South West,Dorset,818,Neglect of traffic directions,Non camera-detected,393
2012,England,North East,Durham,816,Speed limit offences,Camera-detected,7215
2012,England,North East,Durham,816,Speed limit offences,Non camera-detected,832
2012,England,North East,Durham,818,Neglect of traffic directions,Camera-detected,18
2012,England,North East,Durham,818,Neglect of traffic directions,Non camera-detected,281
2012,Wales,Wales,Dyfed-Powys,816,Speed limit offences,Camera-detected,0
2012,Wales,Wales,Dyfed-Powys,816,Speed limit offences,Non camera-detected,4495
2012,Wales,Wales,Dyfed-Powys,818,Neglect of traffic directions,Camera-detected,5
2012,Wales,Wales,Dyfed-Powys,818,Neglect of traffic directions,Non camera-detected,684
2012,England,East of England,Essex,816,Speed limit offences,Camera-detected,21673
2012,England,East of England,Essex,816,Speed limit offences,Non camera-detected,4879
2012,England,East of England,Essex,818,Neglect of traffic directions,Camera-detected,5117
2012,England,East of England,Essex,818,Neglect of traffic directions,Non camera-detected,1016
2012,England,South West,Gloucestershire,816,Speed limit offences,Camera-detected,6000
2012,England,South West,Gloucestershire,816,Speed limit offences,Non camera-detected,1274
2012,England,South West,Gloucestershire,818,Neglect of traffic directions,Camera-detected,74
2012,England,South West,Gloucestershire,818,Neglect of traffic directions,Non camera-detected,145
2012,England,North West,Greater Manchester,816,Speed limit offences,Camera-detected,96786
2012,England,North West,Greater Manchester,816,Speed limit offences,Non camera-detected,5614
2012,England,North West,Greater Manchester,818,Neglect of traffic directions,Camera-detected,9352
2012,England,North West,Greater Manchester,818,Neglect of traffic directions,Non camera-detected,3266
2012,Wales,Wales,Gwent,816,Speed limit offences,Camera-detected,0
2012,Wales,Wales,Gwent,816,Speed limit offences,Non camera-detected,608
2012,Wales,Wales,Gwent,818,Neglect of traffic directions,Camera-detected,177
2012,Wales,Wales,Gwent,818,Neglect of traffic directions,Non camera-detected,713
2012,England,South East,Hampshire,816,Speed limit offences,Camera-detected,73278
2012,England,South East,Hampshire,816,Speed limit offences,Non camera-detected,9975
2012,England,South East,Hampshire,818,Neglect of traffic directions,Camera-detected,808
2012,England,South East,Hampshire,818,Neglect of traffic directions,Non camera-detected,1561
2012,England,East of England,Hertfordshire,816,Speed limit offences,Camera-detected,22911
2012,England,East of England,Hertfordshire,816,Speed limit offences,Non camera-detected,1406
2012,England,East of England,Hertfordshire,818,Neglect of traffic directions,Camera-detected,1121
2012,England,East of England,Hertfordshire,818,Neglect of traffic directions,Non camera-detected,421
2012,England,Yorkshire and the Humber,Humberside,816,Speed limit offences,Camera-detected,42036
2012,England,Yorkshire and the Humber,Humberside,816,Speed limit offences,Non camera-detected,4250
2012,England,Yorkshire and the Humber,Humberside,818,Neglect of traffic directions,Camera-detected,7
2012,England,Yorkshire and the Humber,Humberside,818,Neglect of traffic directions,Non camera-detected,1887
2012,England,South East,Kent,816,Speed limit offences,Camera-detected,18800
2012,England,South East,Kent,816,Speed limit offences,Non camera-detected,3254
2012,England,South East,Kent,818,Neglect of traffic directions,Camera-detected,10
2012,England,South East,Kent,818,Neglect of traffic directions,Non camera-detected,875
2012,England,North West,Lancashire,816,Speed limit offences,Camera-detected,40635
2012,England,North West,Lancashire,816,Speed limit offences,Non camera-detected,4724
2012,England,North West,Lancashire,818,Neglect of traffic directions,Camera-detected,137
2012,England,North West,Lancashire,818,Neglect of traffic directions,Non camera-detected,1274
2012,England,East Midlands,Leicestershire,816,Speed limit offences,Camera-detected,27863
2012,England,East Midlands,Leicestershire,816,Speed limit offences,Non camera-detected,1506
2012,England,East Midlands,Leicestershire,818,Neglect of traffic directions,Camera-detected,5766
2012,England,East Midlands,Leicestershire,818,Neglect of traffic directions,Non camera-detected,831
2012,England,East Midlands,Lincolnshire,816,Speed limit offences,Camera-detected,19504
2012,England,East Midlands,Lincolnshire,816,Speed limit offences,Non camera-detected,2436
2012,England,East Midlands,Lincolnshire,818,Neglect of traffic directions,Camera-detected,127
2012,England,East Midlands,Lincolnshire,818,Neglect of traffic directions,Non camera-detected,381
2012,England,North West,Merseyside,816,Speed limit offences,Camera-detected,31933
2012,England,North West,Merseyside,816,Speed limit offences,Non camera-detected,7951
2012,England,North West,Merseyside,818,Neglect of traffic directions,Camera-detected,6400
2012,England,North West,Merseyside,818,Neglect of traffic directions,Non camera-detected,2933
2012,England,London,Metropolitan Police,816,Speed limit offences,Camera-detected,62448
2012,England,London,Metropolitan Police,816,Speed limit offences,Non camera-detected,13768
2012,England,London,Metropolitan Police,818,Neglect of traffic directions,Camera-detected,1688
2012,England,London,Metropolitan Police,818,Neglect of traffic directions,Non camera-detected,6278
2012,England,East of England,Norfolk,816,Speed limit offences,Camera-detected,26447
2012,England,East of England,Norfolk,816,Speed limit offences,Non camera-detected,6618
2012,England,East of England,Norfolk,818,Neglect of traffic directions,Camera-detected,28
2012,England,East of England,Norfolk,818,Neglect of traffic directions,Non camera-detected,799
2012,Wales,Wales,North Wales,816,Speed limit offences,Camera-detected,10216
2012,Wales,Wales,North Wales,816,Speed limit offences,Non camera-detected,3871
2012,Wales,Wales,North Wales,818,Neglect of traffic directions,Camera-detected,20
2012,Wales,Wales,North Wales,818,Neglect of traffic directions,Non camera-detected,293
2012,England,Yorkshire and the Humber,North Yorkshire,816,Speed limit offences,Camera-detected,16065
2012,England,Yorkshire and the Humber,North Yorkshire,816,Speed limit offences,Non camera-detected,3704
2012,England,Yorkshire and the Humber,North Yorkshire,818,Neglect of traffic directions,Camera-detected,56
2012,England,Yorkshire and the Humber,North Yorkshire,818,Neglect of traffic directions,Non camera-detected,599
2012,England,East Midlands,Northamptonshire,816,Speed limit offences,Camera-detected,19489
2012,England,East Midlands,Northamptonshire,816,Speed limit offences,Non camera-detected,904
2012,England,East Midlands,Northamptonshire,818,Neglect of traffic directions,Camera-detected,17
2012,England,East Midlands,Northamptonshire,818,Neglect of traffic directions,Non camera-detected,374
2012,England,North East,Northumbria,816,Speed limit offences,Camera-detected,63900
2012,England,North East,Northumbria,816,Speed limit offences,Non camera-detected,1065
2012,England,North East,Northumbria,818,Neglect of traffic directions,Camera-detected,2702
2012,England,North East,Northumbria,818,Neglect of traffic directions,Non camera-detected,6271
2012,England,East Midlands,Nottinghamshire,816,Speed limit offences,Camera-detected,20921
2012,England,East Midlands,Nottinghamshire,816,Speed limit offences,Non camera-detected,1360
2012,England,East Midlands,Nottinghamshire,818,Neglect of traffic directions,Camera-detected,3435
2012,England,East Midlands,Nottinghamshire,818,Neglect of traffic directions,Non camera-detected,300
2012,Wales,Wales,South Wales,816,Speed limit offences,Camera-detected,37582
2012,Wales,Wales,South Wales,816,Speed limit offences,Non camera-detected,1045
2012,Wales,Wales,South Wales,818,Neglect of traffic directions,Camera-detected,3621
2012,Wales,Wales,South Wales,818,Neglect of traffic directions,Non camera-detected,740
2012,England,Yorkshire and the Humber,South Yorkshire,816,Speed limit offences,Camera-detected,41553
2012,England,Yorkshire and the Humber,South Yorkshire,816,Speed limit offences,Non camera-detected,2616
2012,England,Yorkshire and the Humber,South Yorkshire,818,Neglect of traffic directions,Camera-detected,2219
2012,England,Yorkshire and the Humber,South Yorkshire,818,Neglect of traffic directions,Non camera-detected,1446
2012,England,West Midlands,Staffordshire,816,Speed limit offences,Camera-detected,17905
2012,England,West Midlands,Staffordshire,816,Speed limit offences,Non camera-detected,1290
2012,England,West Midlands,Staffordshire,818,Neglect of traffic directions,Camera-detected,98
2012,England,West Midlands,Staffordshire,818,Neglect of traffic directions,Non camera-detected,315
2012,England,East of England,Suffolk,816,Speed limit offences,Camera-detected,35338
2012,England,East of England,Suffolk,816,Speed limit offences,Non camera-detected,4756
2012,England,East of England,Suffolk,818,Neglect of traffic directions,Camera-detected,160
2012,England,East of England,Suffolk,818,Neglect of traffic directions,Non camera-detected,698
2012,England,South East,Surrey,816,Speed limit offences,Camera-detected,47053
2012,England,South East,Surrey,816,Speed limit offences,Non camera-detected,2134
2012,England,South East,Surrey,818,Neglect of traffic directions,Camera-detected,3213
2012,England,South East,Surrey,818,Neglect of traffic directions,Non camera-detected,868
2012,England,South East,Sussex,816,Speed limit offences,Camera-detected,47703
2012,England,South East,Sussex,816,Speed limit offences,Non camera-detected,8458
2012,England,South East,Sussex,818,Neglect of traffic directions,Camera-detected,2119
2012,England,South East,Sussex,818,Neglect of traffic directions,Non camera-detected,1039
2012,England,South East,Thames Valley,816,Speed limit offences,Camera-detected,128874
2012,England,South East,Thames Valley,816,Speed limit offences,Non camera-detected,15863
2012,England,South East,Thames Valley,818,Neglect of traffic directions,Camera-detected,1421
2012,England,South East,Thames Valley,818,Neglect of traffic directions,Non camera-detected,1136
2012,England,West Midlands,Warwickshire,816,Speed limit offences,Camera-detected,15000
2012,England,West Midlands,Warwickshire,816,Speed limit offences,Non camera-detected,671
2012,England,West Midlands,Warwickshire,818,Neglect of traffic directions,Camera-detected,912
2012,England,West Midlands,Warwickshire,818,Neglect of traffic directions,Non camera-detected,148
2012,England,West Midlands,West Mercia,816,Speed limit offences,Camera-detected,75079
2012,England,West Midlands,West Mercia,816,Speed limit offences,Non camera-detected,1540
2012,England,West Midlands,West Mercia,818,Neglect of traffic directions,Camera-detected,711
2012,England,West Midlands,West Mercia,818,Neglect of traffic directions,Non camera-detected,635
2012,England,West Midlands,West Midlands,816,Speed limit offences,Camera-detected,29841
2012,England,West Midlands,West Midlands,816,Speed limit offences,Non camera-detected,4017
2012,England,West Midlands,West Midlands,818,Neglect of traffic directions,Camera-detected,1709
2012,England,West Midlands,West Midlands,818,Neglect of traffic directions,Non camera-detected,2884
2012,England,Yorkshire and the Humber,West Yorkshire,816,Speed limit offences,Camera-detected,79288
2012,England,Yorkshire and the Humber,West Yorkshire,816,Speed limit offences,Non camera-detected,5658
2012,England,Yorkshire and the Humber,West Yorkshire,818,Neglect of traffic directions,Camera-detected,2751
2012,England,Yorkshire and the Humber,West Yorkshire,818,Neglect of traffic directions,Non camera-detected,2827
2012,England,South West,Wiltshire,816,Speed limit offences,Camera-detected,0
2012,England,South West,Wiltshire,816,Speed limit offences,Non camera-detected,3796
2012,England,South West,Wiltshire,818,Neglect of traffic directions,Camera-detected,4
2012,England,South West,Wiltshire,818,Neglect of traffic directions,Non camera-detected,763
2013,England,South West,Avon and Somerset,816,Speed limit offences,Camera-detected,70924
2013,England,South West,Avon and Somerset,816,Speed limit offences,Non camera-detected,1460
2013,England,South West,Avon and Somerset,818,Neglect of traffic directions,Camera-detected,93
2013,England,South West,Avon and Somerset,818,Neglect of traffic directions,Non camera-detected,649
2013,England,East of England,Bedfordshire,816,Speed limit offences,Camera-detected,25066
2013,England,East of England,Bedfordshire,816,Speed limit offences,Non camera-detected,1036
2013,England,East of England,Bedfordshire,818,Neglect of traffic directions,Camera-detected,377
2013,England,East of England,Bedfordshire,818,Neglect of traffic directions,Non camera-detected,244
2013,England,East of England,Cambridgeshire,816,Speed limit offences,Camera-detected,17607
2013,England,East of England,Cambridgeshire,816,Speed limit offences,Non camera-detected,4686
2013,England,East of England,Cambridgeshire,818,Neglect of traffic directions,Camera-detected,128
2013,England,East of England,Cambridgeshire,818,Neglect of traffic directions,Non camera-detected,508
2013,England,North West,Cheshire,816,Speed limit offences,Camera-detected,25699
2013,England,North West,Cheshire,816,Speed limit offences,Non camera-detected,5656
2013,England,North West,Cheshire,818,Neglect of traffic directions,Camera-detected,2643
2013,England,North West,Cheshire,818,Neglect of traffic directions,Non camera-detected,1518
2013,England,London,City of London,816,Speed limit offences,Camera-detected,6155
2013,England,London,City of London,816,Speed limit offences,Non camera-detected,140
2013,England,London,City of London,818,Neglect of traffic directions,Camera-detected,907
2013,England,London,City of London,818,Neglect of traffic directions,Non camera-detected,200
2013,England,North East,Cleveland,816,Speed limit offences,Camera-detected,10463
2013,England,North East,Cleveland,816,Speed limit offences,Non camera-detected,1276
