LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
860,5203,124285,12,7,5,9.6,6.4,3.5,24.4,39111
860,5401,137384,66,19,23,61,13.1,20.9,14.5,40185
860,5402,124467,22,4,10,20.2,3.4,7.9,14.6,39945
860,5403,124468,51,9,16,47.9,7,13.1,18.4,40127
860,5404,136886,57,6,22,55.9,6,20.6,16.8,35110
860,6905,136136,51,12,24,50.4,12,21.9,16,37294
860,6906,139234,36,22,21,34.9,21.4,19.5,16.4,38458
861,2000,132240,16,19,12,16,11.4,9,28.1,35925
861,2001,136549,29,35,13,24.7,21.8,9.7,19.6,36005
861,2002,133328,17,20,13,15.5,14.5,9.9,24.3,37047
861,2004,139226,10,9,6,9.2,8,4.1,21.8,36813
861,2005,138497,10,18,3,9.4,10.6,2.2,23.9,37028
861,2006,139228,24,22,11,22.4,17.7,7.5,20.7,35408
861,2007,140562,22,24,12,21.6,19.3,10.9,22.1,31682
861,2008,140859,10,4,11,10,2.7,9.8,24.6,29731
861,2009,123977,14,11,14,9.9,3.9,7.9,23.8,36206
861,2010,141346,17,11,11,17,8.6,8.1,23.2,34905
861,2012,123979,19,17,13,17,12.8,9.2,27.1,36098
861,2013,123980,20,17,17,17.3,9,11.7,22.9,37423
861,2020,123982,9,12,8,8.8,8.7,7.5,27.4,39600
861,2024,123984,17,24,3,15.5,18.4,2.2,24.1,35297
861,2026,123985,11,21,6,10.3,10.8,4.5,22.5,35496
861,2029,123987,10,12,9,10,9.2,6.5,23.4,35975
861,2031,123988,27,27,12,22.4,13.8,7.8,22.8,35640
861,2033,123989,16,17,6,12.8,8.2,4.5,17.9,37143
861,2040,139846,13,13,8,11.9,11.1,5.1,18.4,32462
861,2045,123993,17,17,5,14.7,15.3,4.3,22.7,32085
861,2048,123994,11,13,2,10.5,11.6,2,21.1,33554
861,2050,123995,12,14,6,11.2,10.8,4.9,20.6,40538
861,2054,123997,29,40,9,21,19.9,7.9,21.5,33358
861,2059,123999,27,37,11,24,22.8,8.3,24.7,33759
861,2060,124000,20,26,8,19.6,19.3,4.8,21,33188
861,2064,124002,21,13,19,20.4,11.3,16.4,19.3,32877
861,2066,124003,16,18,8,14.8,13.1,4.1,23.3,35613
861,2069,140280,11,7,10,10.4,5.6,9.1,22.1,33183
861,2075,124008,23,28,10,19.7,18.2,7.4,22.7,37814
861,2080,140872,21,12,8,20.8,10.5,7.8,18.8,31788
861,2082,124011,8,11,5,7.6,9.8,3.5,21.4,33549
861,2086,138551,32,51,15,28.4,32.9,9.7,21.9,35504
861,2088,124015,20,30,4,20,25.5,3.1,25.9,33736
861,2090,138548,27,17,14,24,12.3,12.8,21,34546
861,2092,140285,15,14,5,13.7,12.2,4.6,21.6,44322
861,2100,124020,17,17,4,17,13.9,3.7,18.6,36132
861,2101,124021,12,11,7,10.2,8.7,4.6,21.1,37537
861,2106,138550,21,29,11,19.6,23,9.6,24.6,31614
861,2107,124023,22,18,16,18.8,15.3,13.2,25.4,39323
861,2109,124024,11,8,8,11,3.7,5.5,21.9,32594
861,2111,124025,13,9,5,10.6,3.2,4.1,23.2,36131
861,2112,124026,12,19,13,10.8,10.4,11.1,24.9,36950
861,2113,124027,14,16,9,13.2,9.6,5.6,17.7,36179
861,2114,124028,19,30,8,17.2,19.9,7,27.9,37758
861,2115,124029,21,24,11,18.1,11.9,10.1,26.5,36073
861,2116,124030,23,16,11,20,10.9,7.6,23.9,36515
861,2117,124031,26,14,25,21.9,11.4,21.4,21.4,36418
861,2118,124032,20,16,5,20,8.3,4.7,19.1,31685
861,2119,124033,13,6,10,12.1,3.9,7.7,18.1,34131
861,2120,133766,21,27,4,20.4,23.3,3.7,19.7,36124
861,2425,124221,27,36,8,24.9,24.5,6.2,18,34316
861,3016,124227,18,12,8,17,10.2,6.8,19.5,34033
861,3020,124229,10,16,6,10,11.2,4.7,21.8,39528
861,3300,132200,22,21,7,21.1,14.2,5,19.6,36329
861,3301,124308,21,20,14,20.1,15.4,10.8,20.2,37913
861,3303,124309,18,19,10,16.1,10.2,7.4,20.3,33948
861,3309,124311,22,14,13,21.2,11.8,12.6,22.8,37014
861,3311,124313,22,36,18,19.2,14.7,12,24.7,36002
861,3400,140148,15,12,10,12.5,6.6,4,17.6,34746
861,3402,140150,14,20,8,11.8,12.1,5.5,20.3,39853
861,3403,140114,11,9,4,10.6,6.2,3.1,22.3,36805
861,3405,140141,9,9,4,8.7,5.7,2.8,23.7,33033
861,3406,140145,10,12,14,8.8,5.4,8.8,27.7,37478
861,3408,140805,8,8,2,7,6,0.9,32.3,33836
861,3410,140804,12,8,7,10.6,4.7,4,33.4,32393
861,3411,140287,10,7,7,9.2,4.8,5.8,24.4,31809
861,3412,140296,10,14,7,9.3,11.5,4.9,24.9,30953
861,3416,140298,9,16,5,8.5,9.5,4.5,27.3,41720
861,3453,140299,5,6,2,4.1,3.3,1.7,23.6,34424
861,3487,140151,16,18,6,14.2,11.5,4.9,25,34636
861,3488,140297,18,34,11,16.7,14,8.7,25.8,36267
861,4000,136824,69,19,29,65.6,16,24.1,15.6,38419
861,4001,138256,5,3,3,4.1,1.9,2.8,9.3,38425
861,4002,139068,41,9,17,40,6.7,15.2,16.2,36929
861,4003,139590,3,2,1,2.5,1.5,1,38.8,SUPP
861,4038,140633,56,12,18,52.3,9.1,15.9,15.2,38364
861,4042,124388,47,17,27,44.6,15,13.5,15.4,38232
861,4044,124389,48,14,32,46.4,11.2,27.4,15.9,40200
861,4046,124390,46,15,24,44.4,14.7,20.1,14.8,38189
861,4173,138549,82,20,45,81.5,18.1,40.1,13.5,39195
861,4711,140149,70,18,36,67,15,27.4,16.5,38868
861,4712,136680,57,22,23,55.5,17,18.6,14.1,36127
861,4714,136681,68,26,40,64.2,22.1,34.9,15.7,38502
861,5400,140304,75,32,23,69,15.1,20.2,15.1,37536
861,5901,136460,70,7,23,66.5,6.8,21.3,16.8,NA
861,6905,136102,53,21,21,51.4,18.5,18.1,14.3,40129
861,6906,136145,60,23,23,58.8,20.4,22.8,16.9,35767
861,7005,124498,16,24,5,15.2,19.2,4.7,5.9,35863
865,2000,139023,9,10,1,7.9,6.3,0.8,23.4,32789
865,2003,132093,19,19,4,16.2,9.7,2.8,25.1,36205
865,2004,132831,22,20,1,16.9,10,0.5,20.7,37302
865,2005,132832,11,12,3,9.4,6.7,1.3,22,35866
865,2006,138133,36,29,8,31.5,15,5.5,16.2,34284
865,2008,126177,21,34,7,15,11.4,3.7,20.4,33046
865,2009,126178,10,18,2,7.5,7,1.2,17.1,36149
865,2010,139260,20,24,5,18,15.4,3,12.6,31899
865,2011,139281,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
865,2013,139381,7,4,3,6.5,1.4,1,19.5,38803
865,2014,139386,14,18,4,13.1,11,2.8,16.1,35534
865,2015,140223,12,18,1,10.1,11.9,0.6,24.1,35126
865,2016,140224,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
865,2017,140351,5,8,3,4.1,3.5,0.9,11.2,39358
865,2018,140352,12,21,3,10.1,10,2.2,21.4,34521
865,2019,140685,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
865,2021,141619,18,19,5,14.4,10.1,2.7,17.6,34661
865,2022,126181,22,23,9,17.5,12.2,3.8,19.2,35270
865,2023,126182,20,11,4,13.5,5.2,2.3,16.7,36335
865,2024,141987,9,8,2,7.8,5.7,0.9,21.4,30892
865,2025,141988,18,31,5,15.6,15.8,4.2,18.2,33486
865,2028,136630,40,29,18,34.8,18.6,9.5,18.1,34630
865,2029,126185,5,2,4,2.2,1.4,1.8,1.8,36436
865,2031,126186,11,21,3,9.9,6.9,1.5,18.8,35780
865,2034,126188,15,16,3,10.1,6.5,1.1,22.8,37801
865,2037,126191,10,21,8,8.7,9.2,3.2,19.8,34918
865,2040,138629,4,3,1,3.4,1.7,1,18.5,36814
865,2045,126195,8,9,3,7.3,4.6,1.1,18.9,35386
865,2052,126198,9,12,3,6.2,3.2,0.8,18,35824
865,2053,126199,6,6,2,4.2,2.4,1.1,18.1,36900
865,2060,126200,5,3,2,3.5,1.5,0.6,15.5,36479
865,2065,126202,17,19,3,14.4,12.3,2,20.1,35809
865,2086,126204,7,11,10,5.3,4.1,2,20.1,34356
865,2087,126205,12,17,1,10.4,8.2,1,19,38331
865,2091,126206,17,17,2,12.9,7.6,1.2,20.1,34412
865,2134,126232,12,10,2,8.6,5.9,1.8,19.7,36050
865,2136,126233,14,13,2,10.6,8.1,1.8,16.1,37676
865,2137,126234,7,6,3,5.2,3.2,1.2,19.3,33667
865,2140,126235,8,6,3,7,1.8,0.9,22.6,35463
865,2157,141646,16,16,2,12.9,9.6,1.4,20.9,37538
865,2159,126248,15,17,7,14.1,6.8,5.2,15.5,34101
865,2162,126250,11,7,3,8.4,3.2,2,23.4,37604
865,2168,126254,10,15,4,9.2,10.9,2.2,22,35396
865,2170,126255,19,23,2,16.8,14.3,2,22.3,36130
865,2178,126259,10,10,2,7.5,3.5,1.6,16.2,34708
865,2180,126260,13,35,4,11.8,8.5,2.7,24.2,39433
865,2184,126262,13,24,4,12.4,9.5,2.5,19.8,34904
865,2185,126263,11,7,5,7.8,5.2,1.6,24.1,38441
865,2190,126264,12,15,5,9.9,9.2,2.5,22.6,37645
865,2191,126265,11,21,5,10.4,13.3,2.4,21,35598
865,2193,139303,17,10,1,14.4,5.9,1,15.7,33130
865,2196,126269,13,15,5,10.8,7.7,3.5,21.3,34336
865,2198,126271,4,4,1,3.9,1.6,0.8,19.1,33765
865,2208,140742,10,17,3,9.4,9.4,1.7,21.8,35948
865,2218,126287,22,26,7,17.1,14.5,3.1,22.4,37815
865,2222,126289,16,14,4,13.4,9.5,2.2,22.8,34071
865,2223,141893,28,27,9,17.3,9.1,2.7,21.8,34366
865,2225,126291,20,17,4,12.4,7.6,2,23.2,35717
865,2226,126292,19,31,7,12.1,11.2,2.5,16.9,37138
865,2227,126293,13,15,4,11.2,8.4,2.2,20.4,32732
865,2228,141272,23,24,4,17.6,9.2,2.9,19.9,36968
865,3000,126296,8,15,3,7.2,3.4,1.8,20.6,36991
865,3002,126297,12,14,4,8.8,6.1,1.8,22.5,36171
865,3013,126302,10,7,3,7.4,3.1,1.4,24.7,36014
865,3015,126303,27,25,7,19.7,12.7,4.5,21,34756
865,3017,126304,6,5,3,4.1,1.9,1.1,11.3,34295
865,3018,126305,6,7,2,5,2.9,1.1,20.2,33457
865,3019,126306,6,4,2,5.4,2.3,1,14.5,36288
865,3020,126307,7,8,3,4,2.8,1,19.8,31782
865,3021,141928,8,9,2,4.7,2.9,0.9,20.4,36191
865,3022,126309,16,19,3,12.4,12.6,2.3,19.4,37673
865,3023,126310,5,5,2,4.5,2.4,0.8,20,34671
865,3035,126313,13,10,2,10,4.9,1.1,19.7,34746
865,3036,126314,5,6,1,3.6,2,0.9,14.2,30478
865,3038,140454,6,4,2,4,2.4,0.9,16.9,27715
865,3040,126316,12,14,3,10.1,7.1,1.2,23.6,35844
865,3045,126317,19,16,3,16.6,6.1,2.3,17.7,34680
865,3047,126318,8,6,2,5.3,3,1.2,18.1,36790
865,3048,126319,8,7,3,6,3.6,1.1,20.7,34655
865,3049,126320,7,6,4,5.8,3.1,1.5,20.5,35032
865,3061,126323,7,8,3,6.1,3.8,1.3,24.9,35619
865,3063,126324,13,15,3,8.3,5.6,1.9,20.7,36122
865,3071,126325,9,6,3,5.9,2.8,1.1,13.7,35101
865,3086,126327,5,4,1,3.8,2.2,0.8,17.6,37481
865,3088,126328,11,13,4,7.9,4.5,1.8,21.3,35063
865,3090,126329,12,10,4,8.2,4.3,1.6,22.3,34667
865,3091,126330,10,8,5,8.1,4.2,2.6,18.7,31754
865,3094,126331,8,4,3,7.2,1.7,1.2,15.6,34240
865,3096,126332,8,6,3,6.2,3.5,1.4,18.7,36372
865,3100,126333,6,6,3,3.9,2,1.4,17.1,36372
865,3102,126334,6,5,3,5.1,1.9,1.4,17.8,38705
865,3104,126335,8,9,3,5.4,3.4,1,20.4,37996
865,3110,126337,14,10,5,10.3,4.5,2.1,19.5,33349
865,3117,139753,23,43,7,18.8,17.9,4,22.4,36006
865,3123,126339,12,22,1,9,9.6,0.3,16.8,35948
865,3134,126343,6,5,2,4.8,2,0.6,10.6,34087
865,3135,126344,14,13,4,7.9,5,1.8,22.7,35159
865,3140,126345,8,5,2,5.1,2.7,0.8,17.7,36323
865,3141,141912,7,4,3,4.9,2.3,1.1,17.3,36129
865,3143,141913,7,4,2,5.5,1.7,0.8,16.5,35558
865,3149,126349,14,13,4,9.5,5.4,2.1,21.4,37588
865,3150,126350,21,18,3,17.1,7.5,1.9,20.5,34709
865,3158,126351,19,16,5,14.5,6.4,2.9,22.6,35615
865,3159,142318,4,3,1,2.2,2.3,0.5,16.4,37435
865,3160,141923,7,4,5,4.6,1.8,1.7,18.3,35770
865,3161,126354,4,5,1,3.6,1.9,0.7,16.1,38001
865,3162,141920,13,23,10,10.1,7.7,3.8,20.4,36075
865,3163,126356,13,7,3,8.8,4.2,1.2,20.5,35817
865,3164,126357,6,8,5,5.5,2.9,1.7,22.2,31895
865,3166,126359,15,15,2,10.2,5.2,1.6,18,34255
865,3170,126360,15,14,7,12.8,7.3,3,19.7,33369
865,3172,126361,8,15,3,7.8,9.8,1.6,19.4,35918
865,3174,126362,11,8,2,9.1,4.4,0.9,18.4,35592
865,3176,141645,20,12,5,17.1,6.1,3.1,20.7,35050
865,3186,126366,5,6,3,5,2.9,1.1,23.2,36339
865,3190,126367,10,16,4,6.7,5.6,1.6,20,34921
865,3191,126368,11,19,3,10.2,6.1,1.5,21.1,35489
865,3192,126369,14,17,4,12.1,11.1,1.4,18.5,38034
865,3193,126370,21,21,6,18.8,10.5,3.4,21,35269
865,3199,126371,9,16,4,7.7,5.7,1.8,18.4,32611
865,3201,126372,11,9,4,9.7,5.4,1.4,19.9,37886
865,3203,141142,19,19,5,15,10.8,2.6,22.1,35274
865,3205,126374,9,12,6,7.7,6.5,2.7,17.6,35990
865,3207,141148,11,12,3,9.1,5.2,1.8,22,34949
865,3216,126377,21,18,4,13.1,6.7,1.8,13.4,33763
865,3220,126379,11,7,3,7.2,2.3,1.1,17.9,34639
865,3222,126380,4,5,3,4,3.1,0.9,16,39558
865,3229,126382,7,6,3,5.6,3.2,0.9,17.6,37357
865,3230,126383,8,5,6,5.9,3.1,1.4,20,35710
865,3239,126388,6,6,2,5.9,3.7,1,16.5,30481
865,3242,126390,10,10,6,9.1,4.2,2.8,18.9,35974
865,3243,126391,14,12,2,9.7,4,1.3,21.7,38276
865,3244,138112,13,10,10,9.5,3.7,3.7,20.3,36123
865,3300,126392,10,12,3,8.9,6.3,1.4,20.5,36287
865,3306,126394,7,6,1,5.9,2.6,0.9,22,37739
865,3308,126395,10,15,2,9.7,5.8,1.3,21.3,35222
865,3316,126396,9,5,1,5.2,3,1,22.5,34896
865,3318,126397,5,2,2,4.5,1.1,0.9,18.2,38220
865,3319,141274,17,23,3,12.1,7.8,2,16.6,35848
865,3330,126400,10,18,6,9.2,6.6,2.4,22.9,33348
865,3344,126402,20,15,6,15.6,9.7,3.9,20.1,34444
865,3352,126403,8,5,1,4.2,2,0.7,15.2,37401
865,3355,126404,7,8,NA,6.5,4.2,NA,18.5,33257
865,3362,126405,15,9,3,9.2,5.7,1.5,21.9,34708
865,3366,140112,5,3,2,4.4,1.4,0.8,23.2,37894
865,3372,126407,11,12,3,8.2,4.7,1.6,21.5,37121
865,3381,126410,7,9,2,6.2,4.6,0.9,18.1,35192
865,3383,126411,14,15,5,10.5,9.5,2.3,20.4,36082
865,3387,126413,14,13,4,11.1,7.5,1.6,16.8,33379
865,3388,141919,7,7,3,5.1,3.3,1.1,22.6,37228
865,3396,126416,4,9,2,3.7,2.8,0.8,16.9,35876
865,3400,126417,5,11,4,4.6,5.2,1.9,17.8,40950
865,3401,139980,12,10,2,9.3,5.8,1.1,19.3,36006
865,3402,126419,8,6,2,6.7,3.3,1,21.6,35803
865,3405,126420,11,13,1,8.4,5,0.8,20.4,35828
865,3406,126421,10,7,6,8.4,2.4,1.8,17.9,35737
865,3407,138188,14,23,4,9.5,9.2,1.7,17.6,37793
865,3412,126423,13,17,4,11.2,10.1,2.3,20.1,33979
865,3418,126424,8,6,5,6.5,2.5,1.9,21.9,34854
865,3425,126425,14,16,1,9.6,5.5,1,21.3,37362
865,3430,126429,15,19,7,12.6,10.1,3.6,25.1,36483
865,3435,126430,6,6,2,4.2,2.6,1.1,23.1,33826
865,3437,126431,13,11,2,9.3,4.2,1,22.2,37967
865,3448,126434,13,15,2,10.4,6.6,1.5,20.1,35788
865,3449,126435,12,16,2,8.6,6.1,1.5,23.3,36546
865,3450,126436,5,5,3,4.6,3.4,1.2,23.3,35456
865,3453,126438,5,12,2,3.8,2.9,0.9,20.7,35440
865,3454,126439,9,6,5,6.1,3.4,1.4,20.2,33577
865,3456,137411,8,11,2,6.2,3.9,1.5,24.2,37601
865,3457,142292,5,4,3,2.9,1.8,1.4,14.6,38696
865,3459,126444,3,3,2,2.8,1.6,0.8,14.6,SUPP
865,3460,126445,11,27,5,8.6,6.8,1.6,20,38013
865,3461,126446,6,3,1,4.2,2,0.8,23.8,34036
865,3462,133775,20,32,4,18.5,17.1,3,18.8,33083
865,3464,134788,10,11,3,9.6,7.7,1.1,18.3,33397
865,3465,134977,8,5,4,6.2,2.8,1.5,16.8,35228
865,3466,138730,14,23,5,12,12,2.8,19.7,29385
865,3467,130388,9,8,2,7,2.5,1.1,20.6,36691
865,3468,131215,20,28,7,19,14.2,4,20.5,33164
865,3469,133233,9,10,3,6.5,4.7,1.5,16.7,35860
865,3470,135142,11,10,4,10.4,5.8,1.8,14.4,33393
865,3471,135177,17,23,6,13.5,9.4,3,22,35459
865,3472,135484,16,25,3,15,12.1,2.8,20,36000
865,4000,131969,62,15,27,57,10.5,22.7,13.5,36107
865,4001,134199,24,7,10,21.3,6,8.1,13.3,36324
865,4002,138885,45,13,15,44.8,11.1,13.3,20.9,34256
865,4004,140621,16,NA,5,15.1,NA,4.9,12.5,36469
865,4005,141964,17,2,7,15.1,1.5,7,11.4,38262
865,4006,126447,33,11,35,31.4,8.9,17,17.1,38806
865,4013,141911,102,22,26,89.6,17.7,19.8,14.3,37293
865,4064,137308,113,23,34,91,14,26.7,14.2,37705
865,4066,136611,86,21,27,76.4,12.3,23.9,16.5,39352
865,4067,136911,121,38,39,110.4,26.5,29,15,36977
865,4070,126458,43,11,16,41.1,8.3,13.2,14.2,41432
865,4071,126459,48,15,15,46.2,13.1,12.7,13.7,38447
865,4072,137230,121,20,38,112.7,16.3,33.4,14.2,37609
865,4075,138020,91,35,34,82.9,24.3,27.6,14.2,38658
865,4511,137827,55,23,35,46.6,14.1,24.9,18,37764
865,4537,137057,93,41,44,83.5,24.7,31.6,16.3,36700
865,4610,126473,42,7,17,37.9,5.1,13.4,12.4,34286
865,5200,126474,21,28,4,17.7,10.2,2.7,19.6,35566
865,5201,126475,12,24,7,10.1,6.8,1.9,21.4,36057
865,5204,137426,12,8,1,10.6,4.7,1,19.2,42166
865,5205,126479,14,23,7,12,8.5,2.3,15.3,37100
865,5206,126480,16,29,4,14.7,18.3,2,15,35147
865,5207,126481,10,8,4,7.6,4.1,1.6,21.8,36306
865,5208,126482,13,15,5,11.2,6.9,2.1,27.3,36957
865,5209,126483,19,28,6,15.4,9.4,2.7,20.5,37928
865,5212,126486,13,11,8,7.8,5.4,3,20.6,36334
865,5213,138109,13,25,3,9.5,7.2,1.8,21.8,37019
865,5214,137371,8,10,3,8,5.7,1.7,24.1,30685
865,5215,126489,12,12,2,11.1,8.9,1.8,22.7,34934
865,5216,126490,6,10,3,6,4,1,17.5,34185
865,5218,126492,19,18,4,18.3,8.5,2.8,18.8,35871
865,5219,126493,19,27,3,16.7,11.5,2.1,19,33762
865,5222,139163,12,12,2,10.4,6,1.6,19.7,32518
865,5224,140699,11,10,9,9.7,4.4,3,19.1,37479
865,5400,137375,68,14,13,59,8.3,10.6,16,38373
865,5402,136389,51,17,20,45.1,10.2,12.6,15.3,37050
865,5403,136849,30,11,16,24.8,6.1,10,13.9,35132
865,5404,136632,123,30,47,114.1,19.6,32.4,15.6,37849
865,5405,138623,110,13,42,97.2,9.1,32.5,17.3,39942
865,5406,137650,59,21,34,53.2,14.6,25.6,16.2,37416
865,5408,142316,65,16,33,57.7,11.3,21.7,14.8,39349
865,5411,138630,71,20,49,64.1,14.6,34,14.4,37466
865,5412,136391,70,7,31,60.8,3.5,23.2,16.4,38313
865,5413,136500,65,2,27,53.7,0.4,20.5,17,37475
865,5414,136296,109,34,51,92.4,24.1,37.3,16.3,37154
865,5415,126510,69,15,22,63.8,11.1,20.2,14.1,35911
865,6905,135804,80,32,50,76.7,29.9,47.8,10.9,40315
865,6906,136183,36,8,16,34.4,6.1,14.1,12.2,37908
866,2000,131573,18,30,14,17.2,15.9,7.2,23.7,37423
866,2001,140289,10,14,9,9,4.2,3.8,22.6,36557
866,2002,138309,152,242,59,130.7,114,44.3,5.2,35130
866,2003,138308,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
866,2004,131901,17,21,4,17,8.3,3,18.1,32260
866,2005,132064,25,37,16,23,19.4,9.7,15,34652
866,2006,138424,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
866,2008,132023,21,28,5,18.2,14,2.7,22.6,35874
866,2009,132229,24,24,14,21.4,13,6.9,16.3,35805
866,2011,134134,14,17,5,12.3,7.1,2.8,22,35077
866,2012,136068,19,15,10,17,9.3,5.7,22,32914
866,2013,139207,15,20,6,10.9,9.2,3.5,19.3,31778
866,2014,140420,6,9,3,6,7.5,1.9,22.1,32909
866,2026,126183,11,6,1,10.8,3.3,1,14.4,28311
866,2050,141273,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
866,2051,137460,11,13,2,9.8,7.3,1.4,24,33427
866,2092,126207,18,12,3,16.1,7.7,2.3,22.8,34063
866,2093,126208,13,21,3,11.6,10.5,1.5,22.6,35071
866,2094,126209,22,36,8,18.3,20.4,5.2,20,37520
866,2095,126210,18,20,3,14.1,10.3,1.8,17.5,34086
866,2103,126213,33,51,10,30.3,32.8,8.8,19.3,34261
866,2123,126228,23,20,8,18.8,13.3,5.3,21,35249
866,2133,126231,11,14,5,9.5,5,2.2,22,34494
866,2143,126237,16,19,3,12.8,8.6,2,19.6,33023
866,2147,126240,23,21,8,20.1,15,3.4,20.8,36378
866,2151,138005,20,26,4,16.5,18.6,2.9,19.5,34564
866,2156,126245,15,24,5,14,9,3.3,25.2,32673
866,2161,126249,10,12,4,9.8,7.5,2.4,15.6,32328
866,2164,126251,15,20,4,13.4,10.1,2.1,21.4,34576
866,2166,126252,11,7,2,8.9,4,1.1,18.4,35073
866,2167,126253,11,25,5,9.7,13.8,3.8,24.8,33769
866,2194,137620,7,11,3,7,6.2,1.2,18.6,33677
866,2200,137365,11,13,3,7.6,5.6,1.3,21.8,40575
866,2204,138306,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
866,2209,140302,19,31,9,16.5,17,5,18.5,36164
866,2210,140291,22,26,6,18.4,15,3.5,21,35765
866,2211,126281,23,60,6,19,25.9,3.4,22,36551
866,2212,136293,31,39,9,29.1,27,6.4,18.3,36966
866,2214,126283,21,20,3,17,12.7,2.6,24.2,34077
866,2219,138305,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
866,2229,126295,26,38,5,23.9,14.1,3.4,22.1,35982
866,3000,137191,25,29,6,19.1,17.8,5.8,25.4,34665
866,3001,138636,19,27,10,16.6,11.3,4,18.7,32987
866,3009,126300,7,3,1,3.8,1.9,0.7,11.2,36953
866,3165,126358,11,14,2,7.9,4.4,1.3,13.5,33767
866,3175,138479,12,7,4,9.4,3,2.5,20.6,31997
866,3426,137074,13,19,5,12,11.2,3.3,20.7,34169
866,3439,138619,12,9,2,9.5,6.2,1.2,20.7,36553
866,3455,126440,10,10,2,10,7.1,1.7,18.3,34434
866,3458,126443,10,11,4,9.2,7.1,2.6,24.2,39273
866,3460,134151,25,27,8,19.2,17.8,4.5,23.1,35916
866,3461,140264,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
866,3462,131377,35,48,17,24.4,35.6,6.5,21.6,37160
866,3463,131378,20,23,7,17.3,14.4,3,21.8,32607
866,3464,140284,21,34,13,17.2,20.7,5.8,18.5,38500
866,3465,135206,21,17,5,17,9.8,2.9,21.8,34064
866,3466,135522,24,23,14,18.8,16.9,11,24.8,33903
866,3467,138004,27,29,6,23.7,16.5,3.8,18.6,35079
866,4000,140972,18,5,8,17.2,4.4,6.2,8.8,37297
866,4060,137684,65,17,31,59.6,14.9,25.1,14.5,38361
866,4065,137408,51,22,23,49.3,15.3,18.4,15.8,40328
866,4074,136860,65,15,29,53.6,8.3,21.9,17.1,40075
866,4084,140515,51,7,23,48.1,5.9,20.2,16.5,36075
866,4086,137264,81,26,24,72.8,20.2,19.7,14.8,38517
866,4088,131196,75,20,27,71.6,19.1,25.8,14.9,35909
866,5211,136981,13,19,6,12.4,14.8,4.3,23.5,37331
866,5220,137147,16,10,3,14,6.1,1.9,22.6,35827
866,5221,137610,8,10,1,7.4,5.3,0.9,26.5,42773
866,5222,135797,25,19,8,21.1,11.1,5.4,22,34049
866,5407,137265,69,40,39,65.1,31.9,33.3,18,38519
866,5409,136980,71,16,44,65.4,13.9,40.6,19.3,38057
866,5410,137190,86,49,31,78.9,34.7,23.4,15.8,37198
866,5417,137160,94,47,34,86,21.8,26.1,14.4,35639
866,6905,135364,94,50,60,91.2,42.8,51.8,17.8,38424
867,2057,109805,14,22,8,10.7,11.3,4.3,19.9,35984
867,2059,109806,19,18,8,15.3,14.5,4.2,20.4,34000
867,2060,109807,23,30,9,15.5,15,3,20.6,35090
867,2065,109812,12,10,4,10.9,7,3.2,18.9,34800
867,2087,109828,12,17,3,12,10.7,2.3,20.3,35304
867,2099,109835,13,14,5,11.8,6.3,2.5,17.5,34197
867,2113,109847,16,12,12,13.7,6.4,7.6,17.6,32890
867,2126,109859,15,12,7,13.2,7.4,4.5,18.6,33515
867,2135,109867,13,14,4,10.7,7.4,2.2,18.9,34956
867,2138,109870,31,35,6,26,20.9,4.8,21.3,34698
867,2154,109883,14,11,4,9.7,7.2,3.2,22.4,37303
867,2165,109893,26,27,7,20.7,14,4.5,20.3,36461
867,2228,109922,21,28,7,18,16.5,5,20.2,33685
867,2236,109928,27,36,10,23.6,25.9,8.3,22.6,33263
867,2250,109941,25,39,10,21.1,17.8,5.5,20,33861
867,2251,109942,36,31,14,31.4,21,7.7,19.5,34764
867,2254,130949,37,42,10,29.7,22.4,5.5,22.3,32193
867,2813,131145,27,24,6,21.1,15.6,4.4,21.4,34871
867,2814,133619,29,40,10,26.1,25.2,7,24.6,34668
867,2815,134304,25,37,12,22.8,24.5,6,19.1,35956
867,3023,109962,10,12,4,9.4,8.5,2.6,22.2,37154
867,3038,109973,12,16,5,9,6.5,2.4,21.5,36884
867,3047,109982,10,14,8,9.2,6,4.8,25.4,38414
867,3054,109986,14,17,5,10.2,7.4,3.1,23.6,36067
867,3062,109994,15,8,5,8.4,4.2,2.8,24.4,37241
867,3076,109999,22,25,6,18.5,13.3,4.6,22.6,36643
867,3313,110010,11,14,7,9.9,6.4,3.7,24.5,37358
867,3333,110027,17,16,2,11.8,9.2,1.5,17.9,32607
