ALPHAIND	LEA	ESTAB	URN	SCHNAME	SCHNAME_AC	NFTYPE	TABKS2	PTPRIORLO	PTPRIORAV	PTPRIORHI	PTL2BASICS_LL_PTQ_EE	PTEBACC_15_PTQ_EE	PTL2BASICS_3YR_PTQ_EE	PTAC5EM_PTQ_EE	ATT8SCR	ATT8SCRENG	ATT8SCRMAT	ATT8SCREBAC	ATT8SCROPENG	ATT8SCR_LO	ATT8SCR_AV	ATT8SCR_HI	ATT8SCR_15
44540	856	4244	120282	Rushey Mead School	Rushey Mead Academy	CY	0	0.19	0.52	0.29	0.73	0.47	0.67	0.62	54.8	11.1	10.7	16.6	15.3	35.3	54.7	68.3	NA
46304	856	6000	120326	St Crispin's School	 	IND	0	NP	NP	NP	0.56	0.17	0.53	0.44	44.7	9.4	9.4	13.6	12.2	NP	NP	NP	NA
50616	856	4723	120307	Saint Paul's Catholic School	 	VA	0	0.17	0.49	0.34	0.58	0.13	0.57	0.55	49.3	10.6	9.1	14	15.2	29.6	47.3	62	NA
53728	856	4232	120279	Sir Jonathan North Community College	 	CY	0	0.13	0.51	0.36	0.71	0.29	0.62	0.65	53.4	12.1	9.7	15.3	16.1	27.2	50.7	65.9	NA
54056	856	4250	120286	Soar Valley College	 	CY	0	0.22	0.54	0.24	0.71	0.28	0.71	0.67	51.3	10.9	9.9	14.7	14.5	27.7	54.4	66.1	NA
58548	856	6905	128364	Tudor Grange Samworth Academy, A Church of England School	 	AC	1	0.26	0.6	0.14	0.32	0.04	0.31	0.27	34.9	7.8	6.2	9.1	8.3	25.5	34.3	51.6	NA
9772	857	5405	137340	Casterton College Rutland	 	ACC	0	0.11	0.63	0.26	0.76	0.25	0.69	0.72	54.8	11	11.2	16.2	12.3	33.6	54.1	67.4	NA
10044	857	5406	136530	Catmose College	 	ACC	0	0.09	0.53	0.38	0.8	0.28	0.73	0.72	57	12.1	11.3	16.4	16.9	38	53.4	66.4	NA
37714	857	6000	120322	Oakham School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	30.6	0	0.1	19.3	9.8	NP	NP	NP	NA
59026	857	5404	136629	Uppingham Community College	 	ACC	0	0.13	0.51	0.36	0.73	0.33	0.69	0.69	54	11	10.8	16.4	14.2	35.5	51.7	64.4	NA
59028	857	6002	120320	Uppingham School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	23.5	0	0	15.2	7.1	NP	NP	NP	NA
176	860	4500	124449	Abbot Beyne School	 	VC	0	0.33	0.5	0.18	0.57	0.2	0.55	0.5	47.3	10.2	8.3	13.6	12.4	30	50.9	66.7	NA
178	860	6013	124470	Abbots Bromley School	 	IND	0	NP	NP	NP	0.5	0.36	0.52	0.41	46.1	7.6	11.1	15.8	10	NP	NP	NP	NA
1338	860	4112	140123	Alleyne's Academy	 	ACC	0	0.17	0.53	0.3	0.73	0.27	0.71	0.67	53.3	11.3	10.3	15.1	16.5	36.4	51.6	66.2	NA
5194	860	4143	137356	Biddulph High School	 	ACC	0	0.23	0.56	0.21	0.59	0.34	0.59	0.52	46.5	10.1	9.5	11.9	8.9	30	48.4	60.9	49.3
5998	860	4710	124459	Blessed Robert Sutton Catholic Sports College	 	VA	0	0.2	0.45	0.35	0.55	0.2	0.6	0.46	48.1	9.4	10.1	13.6	12.3	33.8	48.6	58	NA
6016	860	4607	124455	Blessed William Howard Catholic School	Blessed William Howard Catholic School	VA	0	0.12	0.51	0.37	0.61	0.2	0.6	0.59	50.6	10.9	9.3	13.7	14.5	29.7	45.2	64.4	NA
6150	860	4067	124396	Blythe Bridge High School	 	FD	0	0.1	0.59	0.32	0.61	0.32	0.6	0.58	51	10.2	9.5	14.5	11.3	32.4	48.9	60.8	NA
9406	860	5401	137384	Cannock Chase High School	 	ACC	0	0.2	0.56	0.24	0.35	0.08	0.43	0.34	49.4	9.9	8.4	13.3	9.9	35.1	48.9	63.1	44.3
9526	860	5403	124468	Cardinal Griffin Catholic College	 	VA	0	0.12	0.5	0.38	0.6	0.26	0.55	0.6	51.2	10.3	9.5	13.6	10.2	26.7	47.3	63.8	47.2
10668	860	6008	124486	Chase Grammar School	 	IND	0	NP	NP	NP	1.0	0.29	1.0	0.95	55.6	12.2	11.2	16.7	15.5	NP	NP	NP	NA
10670	860	6023	131695	Chase Grammar School International Study Centre	 	IND	0	NP	NP	NP	SUPP	0.1	0.48	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	NP	NP	NP	NA
10692	860	4178	124443	Chase Terrace Technology College	 	CY	0	0.15	0.57	0.28	0.69	0.11	0.7	0.63	50.8	10.7	10	13.6	12.6	31.9	50.5	61.5	NA
10762	860	4153	136959	The Cheadle Academy	 	ACC	0	0.12	0.57	0.32	0.64	0.32	0.62	0.58	50.1	11.4	9.6	12.8	11.6	23.7	49.6	62.3	NA
10992	860	4140	124425	Cheslyn Hay Sport and Community High School	 	CY	0	0.13	0.55	0.33	0.6	0.15	0.57	0.54	50.1	10.7	9.7	13.8	14.8	30.1	47.1	62.8	NA
11024	860	4093	140470	Chesterton Community Sports College	 	ACC	0	0.17	0.55	0.28	0.45	0.3	0.57	0.41	49.5	10.6	9	15.5	14.3	38.6	47.9	59.6	NA
12028	860	4094	124412	Clayton Hall Business and Language College	Clayton Hall Academy	FD	0	0.09	0.5	0.42	0.63	0.4	0.66	0.61	53	11.4	10.2	14.6	15.6	31.4	47.6	64	NA
12378	860	4075	124400	Codsall Community High School	 	CY	0	0.22	0.57	0.21	0.62	0.18	0.6	0.53	49.1	10.3	9.8	13.9	13.5	34	49.5	63.5	NA
14612	860	4176	136414	The de Ferrers Academy	 	ACC	0	0.15	0.53	0.32	0.77	0.37	0.7	0.74	53.8	11.1	10.6	15.2	13.1	34.9	52.5	65.1	NA
14886	860	6003	124473	Denstone College	 	IND	0	NP	NP	NP	0.0	0.0	0.31	0.0	49.2	11.4	0	18.5	19.2	NP	NP	NP	NA
17330	860	4077	124401	Endon High School	 	CY	0	0.13	0.51	0.36	0.66	0.35	0.61	0.57	48.7	10.3	9.8	12.8	14.4	28.1	46.2	59.6	NA
17470	860	5404	136886	Erasmus Darwin Academy	 	ACC	0	0.09	0.55	0.36	0.73	0.24	0.64	0.64	54.1	10.9	10.5	15.8	15.7	34.1	51	63.9	NA
19400	860	4126	124422	The Friary School	 	CY	0	0.1	0.52	0.38	0.71	0.38	0.7	0.68	52.7	11.3	10.2	15.3	14.8	31	48.8	64.5	NA
21202	860	4079	124402	Great Wyrley High School	 	CY	0	0.21	0.58	0.21	0.46	0.06	0.48	0.43	46.5	9.8	8.5	11.7	8.8	31.5	47.3	59.8	NA
22858	860	4002	137100	The Hart School	 	AC	0	0.26	0.5	0.24	0.58	0.2	0.62	0.53	51.1	10.9	9.9	11.6	7.9	36.3	51.6	64.8	NA
27264	860	6906	139234	The JCB Academy	 	FUTC	0	0.12	0.54	0.34	0.69	0.0	0.68	0.62	48.1	10.4	10.8	12.1	5.4	31.8	45.8	56.9	NA
27532	860	4061	136323	John Taylor High School	 	ACC	0	0.1	0.51	0.39	0.71	0.5	0.75	0.68	56.3	11	10.7	17.3	15.6	34.8	52.8	67	58.8
28284	860	4181	124445	King Edward VI High School	 	CY	0	0.23	0.51	0.26	0.49	0.17	0.47	0.39	43.6	9.7	8.5	11.7	13.4	22.8	44.7	60.8	NA
28294	860	4087	124408	King Edward VI School	 	CY	0	0.09	0.46	0.45	0.8	0.31	0.73	0.75	54.3	11.9	11.2	15	15.3	28.9	50.2	63.9	NA
28434	860	4012	141700	The King's CofE (VA) School	 	VA	0	0.21	0.47	0.32	0.51	NA	0.51	0.41	44.5	11	8.2	12	12	23.8	46.6	56	NA
28822	860	4070	142313	Kingsmead School	 	ACC	0	0.21	0.52	0.27	0.46	0.18	0.46	0.44	47.4	9.5	8.5	14	12.4	28.9	47.3	62.1	NA
28988	860	4009	141342	Kinver High School and Sixth Form	 	AC	0	0.1	0.63	0.27	0.66	NA	0.66	0.58	51.1	11.5	9.7	14.3	15.3	29.4	49.2	65.4	NA
29654	860	6905	136136	Landau Forte Academy, Amington	 	AC	0	0.24	0.6	0.16	0.49	0.15	0.44	0.45	46.2	10.4	8.5	11.9	10.4	32.1	47.8	61	NA
29656	860	4004	137146	Landau Forte Academy, QEMS	 	AC	0	0.2	0.56	0.24	0.49	0.09	0.52	0.44	47.5	10.9	8.7	12.8	14	32.4	48.4	57.9	NA
30336	860	4085	124406	Leek High Specialist Technology School	Leek High School	FD	0	0.3	0.62	0.08	0.48	0.08	0.52	0.42	42.5	9.3	9	11	11.4	24.2	49	68.8	NA
30634	860	6012	124474	Lichfield Cathedral School	 	IND	0	NP	NP	NP	0.88	0.47	0.82	0.82	60.2	12.7	11.3	17.7	18.5	NP	NP	NP	NA
32232	860	4090	140154	Madeley High School	 	ACC	0	0.13	0.54	0.33	0.7	0.14	0.61	0.61	52	11	10.8	14.5	15.3	24.7	51	64.8	NA
33172	860	6444	136685	Martec Training	 	IND	0	NP	NP	NP	0.0	SUPP	0.0	0.0	7.1	2.9	2.6	0.6	0.4	NP	NP	NP	NA
34944	860	4072	124399	Moorside High School	 	CY	0	0.18	0.52	0.3	0.66	0.28	0.64	0.66	55.9	11.7	10	16.3	12.2	42.8	53.1	68.2	NA
35630	860	4096	124413	NCHS The Science College	Newcastle Academy	FD	0	0.27	0.57	0.16	0.39	0.2	0.37	0.39	43	8.6	9	12.6	10.7	30.3	44.5	56.2	NA
35730	860	4089	124409	Nether Stowe School	 	CY	0	0.16	0.62	0.22	0.59	0.14	0.58	0.49	46.9	9.7	9.8	13.8	11.2	36.6	46.1	58.3	NA
36204	860	6015	124487	Newcastle-under-Lyme School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	22.8	0.2	0	14.1	7.3	NP	NP	NP	NA
37298	860	4066	124395	Norton Canes High School	 	CY	0	0.3	0.58	0.13	0.45	0.0	0.47	0.34	38.1	9	7.8	9.9	6.7	19.7	42.9	59.4	NA
38806	860	4010	141343	Ounsdale High School	 	AC	0	0.07	0.57	0.36	0.57	NA	0.57	0.5	49.1	10.8	9.4	13.9	13.6	27	45.3	59.7	NA
39416	860	4055	124392	Paget High School	 	CY	0	0.34	0.54	0.12	0.35	0.03	0.36	0.33	42.4	9	8.4	11.1	9.3	29.4	46.7	63.4	NA
39424	860	4610	138729	Painsley Catholic College	 	ACC	0	0.08	0.52	0.4	0.89	0.58	0.84	0.83	61.1	12.6	11.5	17.6	14.9	42.9	57.9	68.9	NA
40036	860	4051	124391	Paulet High School	 	CY	0	0.22	0.5	0.28	0.51	0.09	0.48	0.48	47.5	10.1	9.3	13.1	12.9	27.2	47.5	64.4	45.4
42524	860	4158	138728	The Rawlett School (An Aet Academy)	 	ACC	0	0.23	0.52	0.25	0.62	0.29	0.62	0.56	51.5	10.4	10.2	14.5	13.2	36.4	51.3	66.2	51.8
44502	860	4007	138351	The Rural Enterprise Academy	 	F	0	0.23	0.58	0.19	0.59	0.1	0.5	0.44	42.6	9.6	9.2	11.6	7.4	39.8	38.6	SUPP	NA
46428	860	6005	124471	St. Dominic's Brewood	 	IND	0	NP	NP	NP	1.0	0.61	0.9	0.95	64.1	13.6	12.2	18.6	19.7	NP	NP	NP	NA
46444	860	6011	124476	St Dominic's Priory School	 	IND	0	NP	NP	NP	0.8	SUPP	0.69	0.8	53.7	11.8	11	12.6	18.3	NP	NP	NP	NA
47512	860	4713	140802	St John Fisher Catholic College	 	ACC	0	0.13	0.59	0.28	0.66	0.26	0.64	0.61	50.3	11.1	10.1	13.6	15.5	34.9	46.9	62.5	NA
53670	860	4180	124444	Sir Graham Balfour High School	Sir Graham Balfour High School	CY	0	0.16	0.47	0.37	0.7	0.21	0.65	0.65	53.2	11.1	10.7	15.3	15.4	32.3	51.8	65.4	NA
53752	860	4060	124393	Sir Thomas Boughey High School	 	FD	0	0.09	0.54	0.36	0.7	0.04	0.58	0.62	49.5	10.9	10	13.9	14.2	33.6	45	60.8	NA
55080	860	6009	124489	Stafford Grammar School	 	IND	0	NP	NP	NP	1.0	0.0	0.98	1.0	61.2	14.6	13.9	13.6	19.1	NP	NP	NP	NA
55090	860	5402	124467	Stafford Manor High School	 	FD	0	0.26	0.53	0.21	0.63	0.0	0.44	0.58	44.1	9.9	9.3	11.6	10	24.7	48.7	55.8	NA
55094	860	4005	137164	Staffordshire University Academy	 	AC	0	0.28	0.54	0.18	0.48	0.03	0.42	0.44	45.6	10	8.1	10.9	8.8	27.6	48.8	64.1	NA
56820	860	4006	138435	Tamworth Enterprise College and AET Academy	 	AC	0	0.23	0.53	0.25	0.58	0.05	0.53	0.54	48.2	10.7	9.4	12.4	9.4	36.8	47	61.7	46.8
57246	860	4146	124430	Thomas Alleyne's High School	 	CY	0	0.19	0.46	0.35	0.67	0.22	0.65	0.58	54.2	11.1	10.4	15.5	17.2	34.8	52.2	67.5	NA
58902	860	4084	139708	University Academy Kidsgrove	 	ACC	0	0.36	0.44	0.21	0.46	0.1	0.46	0.41	42.5	9.6	8.2	11.1	12.8	26.9	48	58	NA
59794	860	4111	124416	Walton High School	Walton High School	CY	0	0.05	0.4	0.54	0.77	0.26	0.8	0.75	56.4	11.8	10.6	16.1	16.1	36.6	49.9	62.3	NA
61316	860	4183	137553	The Weston Road Academy	 	ACC	0	0.17	0.49	0.35	0.65	0.27	0.58	0.56	51.9	10.7	10.1	14.6	12.5	31.5	50.2	63.7	NA
61368	860	4086	124407	Westwood College	Westwood College	FD	0	0.16	0.53	0.31	0.59	0.42	0.61	0.55	50.5	10.2	9.8	14.2	12	29.2	48.8	65.6	NA
62508	860	4123	138936	Wilnecote High School	 	ACC	0	0.23	0.51	0.26	0.55	0.17	0.48	0.49	47.6	10.2	9.5	13	14.4	29.3	48.2	62.7	NA
63038	860	4100	124415	Wolgarston High School	 	CY	0	0.25	0.55	0.2	0.73	0.36	0.7	0.66	52.5	10.7	10.6	15.4	12.7	39	54	65.9	NA
63060	860	4013	142015	Wolstanton High Academy	 	AC	0	0.13	0.59	0.28	0.53	NA	0.53	0.49	45.1	10.1	8.8	11.3	12.4	23.7	43.1	60.8	NA
5336	861	4046	124390	Birches Head Academy	 	FD	0	0.21	0.58	0.22	0.45	0.02	0.36	0.34	41.6	9.3	8.4	10.1	10	28.4	42.6	53.7	NA
12910	861	6905	136102	The Co-Operative Academy of Stoke-On-Trent	 	AC	0	0.33	0.53	0.14	0.46	0.04	0.45	0.45	44.9	9.7	8.6	9.7	6.8	32	50.3	62.9	NA
15122	861	4714	136681	Discovery Academy	 	AC	0	0.28	0.58	0.13	0.47	0.02	0.44	0.37	40.5	9.2	8.3	8.5	11.3	30	43.9	55.7	NA
17708	861	4038	140633	The Excel Academy	 	ACC	0	0.24	0.59	0.17	0.63	0.24	0.57	0.51	45.2	10.5	9.5	9.4	12.1	29.7	47.1	61.7	NA
23370	861	4173	138549	Haywood Academy	 	ACC	0	0.21	0.55	0.24	0.58	0.05	0.58	0.48	48.8	10.4	9.5	12.6	9.1	36.2	48.2	61.2	NA
28202	861	6011	140330	Kinetic Academy	 	IND	0	NP	NP	NP	0.09	SUPP	0.13	0.0	8.9	5.5	2.2	0	1.3	NP	NP	NP	NA
38594	861	4712	136680	Ormiston Horizon Academy	 	AC	0	0.31	0.51	0.18	0.54	0.16	0.54	0.45	48	10.1	9.3	11.5	7.5	37.9	48.8	63.3	NA
38612	861	6906	136145	Ormiston Sir Stanley Matthews Academy	 	AC	0	0.17	0.62	0.21	0.52	0.02	0.62	0.5	49.7	10.7	9.2	10.8	10.3	38.8	49.1	59.9	NA
40640	861	6007	137892	Phoenix U16	 	IND	0	NP	NP	NP	0.0	0.0	0.03	0.0	25.8	7.7	5.1	2.4	7.2	NP	NP	NP	NA
48300	861	5901	136460	St Joseph's College	 	ACC	0	0.0	0.35	0.65	0.94	SUPP	0.89	0.93	63.2	12.7	11.9	19	19.7	NE	55.2	67.7	NA
48768	861	4711	140149	St Margaret Ward Catholic Academy	 	ACC	0	0.12	0.56	0.32	0.75	0.24	0.73	0.62	55.1	11	11.3	14	10.9	41.9	52	65.6	NA
50816	861	4000	136824	St Peter's Academy	 	AC	0	0.26	0.5	0.23	0.44	0.13	0.43	0.39	43.4	9.4	8.1	11	8.3	24.2	45.8	60.7	NA
51560	861	5400	140304	St Thomas More Catholic Academy	 	ACC	0	0.16	0.57	0.26	0.63	0.25	0.6	0.58	51.8	11	9.6	13.5	10.7	33	51.9	63.5	NA
52148	861	4044	124389	Sandon Business and Enterprise College	 	FD	0	0.11	0.65	0.25	0.57	0.12	0.46	0.57	50.7	10.7	9.2	13.9	9.1	31.9	49.6	62.1	NA
54822	861	6012	141128	Sporting Stars Academy	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	14.2	4.3	4.3	0	2.8	NP	NP	NP	NA
55770	861	4001	138256	Stoke Studio College for Construction and Building Excellence	 	FSS	0	0.4	0.5	0.1	0.3	0.0	0.17	0.2	38.6	8.8	8.8	7.3	6.2	SUPP	SUPP	SUPP	NA
55772	861	4003	139590	Stoke Studio College for Manufacturing and Design Engineering	 	FSS	0	0.38	0.5	0.13	0.13	NA	0.13	0.13	35.8	8.5	8.5	5.6	5.1	SUPP	SUPP	SUPP	NA
57232	861	4002	139068	Thistley Hough Academy	 	AC	0	0.3	0.55	0.15	0.45	0.11	0.43	0.35	46.9	10.3	8.9	11.5	10.1	36.9	48.7	64.5	NA
58294	861	4042	124388	Trentham High School	 	FD	0	0.15	0.58	0.27	0.6	0.33	0.59	0.53	49.6	10.1	9.7	14.2	15.6	28.5	48.2	63.8	NA
58896	861	6006	137574	Unity School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	1.9	0.9	0.7	0.1	0	NP	NP	NP	NA
160	865	4000	131969	Abbeyfield School	 	CY	0	0.13	0.57	0.29	0.81	0.28	0.64	0.75	53.6	11.6	11	14.6	14.1	36.1	52	63.4	NA
3102	865	4071	126459	Avon Valley College	Avon Valley College	FD	0	0.22	0.6	0.18	0.5	0.04	0.47	0.42	41	9.7	8.2	10.4	12.7	19.4	44.7	51.9	NA
5622	865	5413	136500	Bishop Wordsworth's Grammar School	 	ACC	0	0.0	0.02	0.98	1.0	SUPP	1.0	1.0	72.1	14.3	15.1	22.4	18.6	NE	SUPP	72.6	72.2
5690	865	6041	135486	Bishopstrow College	 	IND	0	NP	NP	NP	NE	NA	NE	NE	NE	NE	NE	NE	NE	NP	NP	NP	NA
6760	865	5408	142316	Bradon Forest School	 	ACC	0	0.13	0.51	0.36	0.77	0.31	0.68	0.7	53.3	12.1	10.6	14.5	15.8	29.1	51.4	64.4	NA
11938	865	4002	138885	The Clarendon Academy	 	AC	0	0.3	0.52	0.18	0.46	0.27	0.49	0.43	43.9	9	8.8	12.7	9.3	28.7	46.8	60.8	NA
13180	865	4066	136611	The Corsham School	 	ACC	0	0.13	0.51	0.37	0.64	0.24	0.62	0.58	51	11.1	9.8	14	16	23.9	50	61.8	49.3
14510	865	6007	126532	Dauntsey's School	 	IND	0	NP	NP	NP	0.13	0.0	0.05	0.0	21	4.8	2.4	7.8	6	NP	NP	NP	NA
14996	865	5411	138630	Devizes School	 	ACC	0	0.24	0.57	0.19	0.54	0.15	0.46	0.44	45.9	9.9	9.1	12.7	12.2	31.4	48.4	59.8	NA
17280	865	6032	131743	Emmaus School	 	IND	0	NP	NP	NP	NE	NA	NE	NE	NE	NE	NE	NE	NE	NP	NP	NP	NA
18842	865	6037	134460	Focus School - Wilton Campus	 	IND	0	NP	NP	NP	0.9	0.47	0.83	0.9	60.1	13.2	12.7	18.9	15.3	NP	NP	NP	NA
20398	865	6006	126519	The Godolphin School	 	IND	0	NP	NP	NP	0.28	0.0	0.08	0.0	38.4	6.7	4.3	14.2	12.6	NP	NP	NP	NA
21686	865	6018	126514	Grittleton House School	 	IND	0	NP	NP	NP	0.64	0.09	0.7	0.55	47.1	7.9	11.8	12.1	15.3	NP	NP	NP	NA
22482	865	5414	136296	Hardenhuish School	 	ACC	0	0.16	0.51	0.34	0.65	0.24	0.66	0.6	52.4	10.8	10.5	15	14.7	30.5	49	67.4	NA
27336	865	5406	137650	The John Bentley School	 	ACC	0	0.13	0.57	0.3	0.57	0.11	0.51	0.51	48.6	9.9	10	13	14.5	29.9	46.3	61.1	NA
27476	865	4075	138020	The John of Gaunt School	 	ACC	0	0.22	0.52	0.25	0.59	0.23	0.54	0.53	46.7	10.3	9.6	11.9	12.2	25	47.8	64.1	NA
28374	865	4072	137230	Kingdown School	 	ACC	0	0.22	0.5	0.28	0.62	0.26	0.64	0.58	52.5	10.4	10.3	14.9	13.3	36.3	52.3	65.4	NA
30086	865	5402	136389	Lavington School	 	ACC	0	0.08	0.53	0.39	0.76	0.37	0.73	0.73	57.3	11	11.3	16.3	16.1	23.8	55	67.8	NA
30330	865	6026	126528	Leehurst Swan	 	IND	0	NP	NP	NP	1.0	0.71	0.86	1.0	62.4	13.3	12.3	18.6	18.3	NP	NP	NP	NA
32380	865	4064	137308	Malmesbury School	 	ACC	0	0.13	0.47	0.41	0.79	0.45	0.7	0.76	58	11.9	11.3	17.2	15.2	40.2	55.8	66.4	57
33006	865	6013	126516	Marlborough College	 	IND	0	NP	NP	NP	0.09	0.0	0.03	0.0	32.9	6.8	1.7	9.9	14.2	NP	NP	NP	NA
33310	865	5415	126510	Matravers School	 	FD	0	0.18	0.51	0.3	0.58	0.15	0.54	0.49	47.4	10.3	9.1	13	13.6	23.5	48	60.9	48.3
33728	865	4013	141911	Melksham Oak Community School	 	ACC	0	0.23	0.57	0.21	0.55	0.11	0.57	0.51	47.8	9.9	9	12.3	10.2	31.7	49.3	62.3	NA
40558	865	5403	136849	Pewsey Vale School	 	ACC	0	0.18	0.45	0.37	0.57	0.11	0.46	0.51	51.2	10	9.6	14.1	12.1	33.5	47.9	62.6	NA
44372	865	4067	136911	Royal Wootton Bassett Academy	 	ACC	0	0.18	0.47	0.35	0.73	0.16	0.66	0.68	54.1	11.6	10.5	15.3	13.3	32.9	52.8	66.1	NA
45542	865	5400	137375	St Augustine's Catholic College	 	ACC	0	0.08	0.48	0.43	0.82	0.4	0.77	0.76	56.2	11.4	11.3	16.5	16.5	29.5	53.2	64.7	NA
46530	865	4511	137827	St Edmund's Girls' School	 	ACC	0	0.16	0.48	0.36	0.76	0.27	0.73	0.71	53.2	11.3	10.4	14.7	15.2	35.2	51.7	63.4	NA
47920	865	5405	138623	St John's Marlborough	 	ACC	0	0.09	0.47	0.44	0.72	0.37	0.67	0.69	54.1	11.4	10.7	15.5	16.1	17.8	47.5	66.9	52.3
48290	865	4610	126473	St Joseph's Catholic School	 	VA	0	0.2	0.64	0.16	0.6	0.12	0.6	0.51	45.8	9.9	9.5	12	12.5	27.8	45.7	61.7	NA
48506	865	4537	137057	St Laurence School	 	ACC	0	0.11	0.5	0.39	0.81	0.25	0.78	0.77	55.8	11.8	11.1	16.6	16	31.6	53	66.8	NA
49828	865	6016	126513	St Mary's School (Snr) and St Margaret's School (Prep)	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	23.6	0	0	16.4	7.2	NP	NP	NP	NA
52234	865	6906	136183	Sarum Academy	 	AC	0	0.35	0.55	0.1	0.38	0.07	0.35	0.26	39.9	9.1	7.2	10.6	10.4	28.3	44.8	56.4	NA
53022	865	5404	136632	Sheldon School	 	ACC	0	0.13	0.52	0.35	0.72	0.33	0.66	0.67	54.6	11.2	10.6	15.6	16.7	34.8	52.5	64.7	52.9
54398	865	5412	136391	South Wilts Grammar School for Girls	 	ACC	0	0.0	0.0	1.0	1.0	SUPP	1.0	0.99	73.5	14.5	14.8	22.4	21.5	NE	NE	73.3	NA
54400	865	4005	141964	South Wiltshire UTC	 	FUTC	0					NA			 	 	 	 	 	 	 	 	NA
55800	865	6001	126512	Stonar School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	32.8	0	0	17.7	12.5	NP	NP	NP	NA
55836	865	4070	126458	The Stonehenge School	 	CY	0	0.21	0.61	0.18	0.69	0.04	0.57	0.65	49	10.9	9.5	12.3	10.2	32.2	50.8	63.9	NA
58196	865	4006	126447	The Trafalgar School at Downton	 	FD	0	0.16	0.62	0.23	0.61	0.1	0.55	0.55	51.5	11.3	9.4	14.6	15.3	33.5	53.6	59.3	NA
59948	865	6009	126522	Warminster School	 	IND	0	NP	NP	NP	0.34	0.0	0.15	0.0	29.2	2.3	8	11.2	7.8	NP	NP	NP	NA
60456	865	6905	135804	The Wellington Academy	 	AC	0	0.18	0.62	0.21	0.5	0.18	0.47	0.43	44.7	9.6	8.8	11.1	11.4	22	45.8	58.8	NA
64104	865	4001	134199	Wyvern College	 	VA	0	0.28	0.6	0.13	0.39	0.08	0.48	0.37	45.6	8.7	8.9	12.4	8.9	33.6	48.7	58.2	NA
11696	866	4065	137408	Churchfields Academy	 	ACC	0	0.24	0.59	0.17	0.47	0.17	0.43	0.36	43.8	9.5	8.4	12.5	11.1	31.5	44.1	58.7	NA
12702	866	5410	137190	The Commonweal School	 	ACC	0	0.19	0.54	0.27	0.67	0.27	0.63	0.6	50.1	11	9.8	14.3	14.4	28.8	50.4	65.6	48.5
15324	866	4060	137684	The Dorcan Academy	 	ACC	0	0.22	0.49	0.28	0.55	0.06	0.52	0.51	45.5	10	9.2	12.1	11.1	27.4	46	58.8	NA
24630	866	4074	136860	Highworth Warneford School	 	ACC	0	0.14	0.53	0.34	0.64	0.36	0.64	0.51	51.8	11.4	9.8	14.5	12.8	37.5	48.7	62.5	NA
27016	866	4088	131196	Isambard Community School	 	CY	0	0.09	0.51	0.41	0.59	0.11	0.56	0.53	49.2	10.8	10.1	12.2	15.8	28.5	43.6	61.2	NA
28702	866	5407	137265	Kingsdown School	 	ACC	0	0.22	0.54	0.24	0.57	0.14	0.53	0.49	47.2	10.4	9.1	12.5	14.6	29.9	49.2	58.3	NA
32044	866	4086	137264	Lydiard Park Academy	 	ACC	0	0.16	0.64	0.19	0.71	0.13	0.69	0.66	51	10.2	9.8	14.3	13.3	37.6	50.8	61.7	51.1
32844	866	6001	126536	Maranatha Christian School	 	IND	0	NP	NP	NP	NE	NA	NE	NE	NE	NE	NE	NE	NE	NP	NP	NP	NA
37442	866	4084	140515	Nova Hreod Academy	 	ACC	0	0.12	0.51	0.37	0.66	0.23	0.56	0.62	48.9	10.6	9.6	13.8	11.7	31.3	47.2	57.8	NA
43270	866	5417	137160	The Ridgeway School & Sixth Form College	 	ACC	0	0.09	0.55	0.36	0.71	0.38	0.69	0.64	54	11.3	10.9	14.5	14.3	33.4	49.7	66.3	NA
48036	866	5409	136980	St Joseph's Catholic College	 	ACC	0	0.11	0.53	0.36	0.73	0.26	0.7	0.65	52.6	11.4	10.5	15	15	35.9	49.8	64.6	NA
56608	866	6905	135364	Swindon Academy	 	AC	1	0.36	0.49	0.16	0.61	0.14	0.52	0.59	46.9	10.6	9.5	11.1	7.9	34.9	49.3	63.6	NA
59138	866	4000	140972	UTC Swindon	 	FUTC	0	0.16	0.61	0.23	0.36	NA	0.36	0.34	38.8	8.2	8.8	11.6	4.5	26.6	36	49.1	NA
6806	867	4000	142577	The Brakenhale School	 	AC	0								 	 	 	 	 	 	 	 	 
16376	867	4061	110071	Easthampstead Park Community School	 	CY	0	0.24	0.59	0.18	0.54	0.02	0.48	0.48	46.3	10.9	9	12.3	13.1	29.9	47.7	62.7	NA
16632	867	4032	110049	Edgbarrow School	 	CY	0	0.13	0.48	0.39	0.77	0.31	0.73	0.71	58.9	11.2	11.5	17.5	15.5	41.9	56	68.3	NA
19780	867	4059	110069	Garth Hill College	 	CY	0	0.22	0.58	0.2	0.53	0.18	0.55	0.49	47.6	10	9.6	12.8	13.9	29.3	48.9	63.5	NA
